width,element_id,n1,n2,family,mean_tension_per_rope_kn,sigma_per_rope_kn,peak_mean_plus_3p5sigma_kn,capacity_ratio_to_break
L,28,28,29,carrying_rope,661.206250000003,3.3797796921819895e-12,661.2062500000148,3.599482007316093
L,29,29,30,carrying_rope,661.4562500000009,3.574053151575431e-12,661.4562500000134,3.5981215688867585
L,30,30,31,carrying_rope,661.7812499999875,4.707693152744774e-12,661.781250000004,3.596354535581033
L,31,31,32,carrying_rope,662.0750000000176,6.673651167710473e-12,662.0750000000409,3.5947589019368698
L,32,32,33,carrying_rope,662.2875000000008,3.2593334257042243e-12,662.2875000000122,3.5936054961024575
L,33,33,34,carrying_rope,662.5874999999945,2.9496109626640557e-12,662.5875000000049,3.5919784179447736
L,34,34,35,carrying_rope,663.0062500000015,1.8036603144153375e-12,663.0062500000079,3.5897097500965818
L,35,35,36,carrying_rope,663.3125000000047,3.419706432372825e-12,663.3125000000166,3.5880523885799533
L,36,36,37,carrying_rope,663.5250000000044,2.9641096504426072e-12,663.5250000000148,3.5869032817150024
L,37,37,38,carrying_rope,663.8312499999926,3.225243188027451e-12,663.8312500000038,3.585248510069368
L,38,38,39,carrying_rope,664.2562500000126,5.978285860087182e-12,664.2562500000336,3.5829546202988376
L,39,39,40,carrying_rope,664.5687499999849,6.519160710974816e-12,664.5687500000078,3.5812698084283565
L,40,40,41,carrying_rope,664.7812499999848,7.421040452579618e-12,664.7812500000107,3.5801250411318937
L,41,41,42,carrying_rope,665.0937499999972,2.2557349862636164e-12,665.093750000005,3.578442888690477
L,42,42,43,carrying_rope,667.0000000000003,2.3469280735284074e-12,667.0000000000085,3.5682158920539275
L,43,43,44,carrying_rope,667.3250000000149,7.129727374173942e-12,667.3250000000398,3.5664781028731998
L,44,44,45,carrying_rope,667.5437499999593,1.5985677395981802e-11,667.5437500000153,3.565309389833918
L,45,45,46,carrying_rope,667.8687500000074,3.4869172706783734e-12,667.8687500000195,3.5635744298560614
L,46,46,47,carrying_rope,668.3187500000253,9.554730645532e-12,668.3187500000587,3.561174963293774
L,47,47,48,carrying_rope,668.6437499999662,1.2872736796724728e-11,668.6437500000112,3.5594440238168086
L,48,48,49,carrying_rope,668.8687500000121,6.260413564917303e-12,668.8687500000341,3.5582466664796026
L,49,49,50,carrying_rope,669.1937500000139,6.010593889230121e-12,669.1937500000349,3.5565185717886276
L,50,50,51,carrying_rope,669.6499999999675,1.1982505154292486e-11,669.6500000000094,3.5540954229821047
L,51,51,52,carrying_rope,669.9812500000437,1.67484217211156e-11,669.9812500001024,3.5523382184197487
L,52,52,53,carrying_rope,670.2125000000143,7.2129832350312396e-12,670.2125000000395,3.5511125202825364
L,53,53,54,carrying_rope,670.5437499999887,5.314864939263705e-12,670.5437500000073,3.549358263349668
L,54,54,55,carrying_rope,670.9062499999901,4.372763204324937e-12,670.9062500000055,3.5474404955982757
L,55,55,56,carrying_rope,671.1812500000008,7.291848257862682e-12,671.1812500000262,3.5459870191545235
L,56,56,57,carrying_rope,671.4124999999739,1.3387450400780035e-11,671.4125000000207,3.5447656991788605
L,57,57,58,carrying_rope,671.650000000061,2.4515534039982056e-11,671.6500000001469,3.5435122459606636
L,58,58,59,carrying_rope,671.9874999999718,9.879175032846093e-12,671.9875000000063,3.541732547108358
L,59,59,60,carrying_rope,672.4562500000059,3.5281282312229028e-12,672.4562500000183,3.5392637067466253
L,60,60,61,carrying_rope,672.7937500000123,1.0291232815306935e-11,672.7937500000484,3.5374882718512604
L,61,61,62,carrying_rope,673.031249999958,1.703718546252621e-11,673.0312500000177,3.536239959139991
L,62,62,63,carrying_rope,673.375000000011,5.518036192098382e-12,673.3750000000304,3.5344347503246967
L,63,63,64,carrying_rope,673.8499999999942,2.9643079248415068e-12,673.8500000000046,3.5319433108258274
L,64,64,65,carrying_rope,674.2000000000365,1.4179964081819315e-11,674.2000000000862,3.5301097597147666
L,65,65,66,carrying_rope,674.4374999999852,7.196306286456071e-12,674.4375000000105,3.5288666481326483
L,66,66,67,carrying_rope,674.7875000000084,3.6291468769892607e-12,674.7875000000212,3.5270362892020457
L,67,67,68,carrying_rope,675.2687500000006,2.7277723975937005e-12,675.2687500000102,3.5245226437621526
L,68,68,69,carrying_rope,675.6937499999483,2.045388846829789e-11,675.6937500000199,3.522305778320326
L,69,69,70,carrying_rope,675.937500000016,6.837391822479786e-12,675.9375000000399,3.5210355987052937
L,70,70,71,carrying_rope,676.2937499999899,4.206337205405782e-12,676.2937500000046,3.5191808293363405
L,71,71,72,carrying_rope,676.7812500000238,8.597327019570695e-12,676.7812500000539,3.5166458881652094
L,72,72,73,carrying_rope,677.1374999999457,1.8546993847671074e-11,677.1375000000106,3.5147957394177145
L,73,73,74,carrying_rope,677.3875000000238,1.0070597112219746e-11,677.387500000059,3.513498551419671
L,74,74,75,carrying_rope,677.7437499999832,6.6180582247114504e-12,677.7437500000063,3.5116517120223945
L,75,75,76,carrying_rope,678.2437500000294,1.2176084241543447e-11,678.243750000072,3.5090629290719555
L,76,76,77,carrying_rope,678.6062499999506,1.8811258456248893e-11,678.6062500000164,3.5071884469085606
L,77,77,78,carrying_rope,678.8562500000407,1.3855395059393223e-11,678.8562500000893,3.5058968669724804
L,78,78,79,carrying_rope,679.218749999975,7.539187524173305e-12,679.2187500000014,3.504025764895323
L,79,79,80,carrying_rope,679.7249999999951,4.852184010391714e-12,679.7250000000121,3.50141601382906
L,80,80,81,carrying_rope,680.0875000000041,5.2385170991519506e-12,680.0875000000224,3.4995496902970893
L,81,81,82,carrying_rope,682.0312500000058,7.056985912374206e-12,682.0312500000305,3.4895761741121007
L,82,82,83,carrying_rope,682.4062499999909,5.163584290859515e-12,682.406250000009,3.4876585611576223
L,83,83,84,carrying_rope,682.9250000000262,1.1245799069172854e-11,682.9250000000656,3.485009334846098
L,84,84,85,carrying_rope,683.3000000000156,7.041276983754966e-12,683.3000000000403,3.4830967364259617
L,85,85,86,carrying_rope,683.5625000000111,5.989395400230692e-12,683.5625000000321,3.4817591661331457
L,86,86,87,carrying_rope,683.9437499999929,3.733205378570202e-12,683.9437500000059,3.479818333013467
L,87,87,88,carrying_rope,684.4687499999792,7.829673261979972e-12,684.4687500000066,3.477149248961296
L,88,88,89,carrying_rope,684.8500000000575,2.2771834925005368e-11,684.8500000001372,3.4752135504118025
L,89,89,90,carrying_rope,685.1187499999148,3.288461889062077e-11,685.1187500000299,3.4738503361641997
L,90,90,91,carrying_rope,685.5000000000035,4.63595438261925e-12,685.5000000000198,3.471918307804422
L,91,91,92,carrying_rope,686.0375000000232,7.657734866662893e-12,686.03750000005,3.469198112347833
L,92,92,93,carrying_rope,686.4249999999917,5.575294312667463e-12,686.4250000000112,3.4672396838692663
L,93,93,94,carrying_rope,686.6874999999623,1.6297704122590516e-11,686.6875000000193,3.465914262309905
L,94,94,95,carrying_rope,687.1625000000063,3.650474589259956e-12,687.162500000019,3.463518454513938
L,95,95,96,carrying_rope,687.7062500000147,5.345486840581933e-12,687.7062500000335,3.460779947833663
L,96,96,97,carrying_rope,688.0937499999814,8.264698875458119e-12,688.0937500000102,3.458831009582582
L,97,97,98,carrying_rope,688.3687500000073,6.5836961545473e-12,688.3687500000303,3.457449223254099
L,98,98,99,carrying_rope,688.7624999999998,2.021906246148574e-12,688.7625000000069,3.455472677446836
L,99,99,100,carrying_rope,689.3125000000088,4.804246172648836e-12,689.3125000000256,3.4527155680477457
L,100,100,101,carrying_rope,689.7062499999485,2.060144414184515e-11,689.7062500000205,3.4507444292406064
L,101,101,102,carrying_rope,689.9812500000135,9.902788105550212e-12,689.9812500000481,3.449369095174447
L,102,102,103,carrying_rope,690.3812500000172,6.995610135808537e-12,690.3812500000416,3.4473705651766418
L,103,103,104,carrying_rope,690.9375000000008,2.4041647578223195e-12,690.9375000000092,3.4445952057891898
L,104,104,105,carrying_rope,691.343749999985,7.310967836162927e-12,691.3437500000106,3.4425710798715743
L,105,105,106,carrying_rope,691.6187499999738,9.229945594888309e-12,691.6187500000061,3.441202251963208
L,106,106,107,carrying_rope,691.8999999999692,1.3547971839108308e-11,691.9000000000166,3.4398034398033572
L,107,107,108,carrying_rope,692.2375000000607,2.4614588846516126e-11,692.2375000001468,3.4381263655891154
L,108,108,109,carrying_rope,692.6749999999947,3.424905485275073e-12,692.6750000000067,3.4359548128631423
L,109,109,110,carrying_rope,693.0812500000033,3.861730075495206e-12,693.0812500000168,3.433940825841043
L,110,110,111,carrying_rope,693.3625000000374,1.5043727024676452e-11,693.36250000009,3.4325479096427784
L,111,111,112,carrying_rope,693.7749999999828,6.7348116130514045e-12,693.7750000000063,3.43050700875641
L,112,112,113,carrying_rope,694.3437499999852,5.732682897697626e-12,694.3437500000052,3.427697016067304
L,113,113,114,carrying_rope,694.7562500000113,6.130038322577044e-12,694.7562500000328,3.4256618778166987
L,114,114,115,carrying_rope,695.0437499999899,4.841104465370766e-12,695.0437500000069,3.424244876671399
L,115,115,116,carrying_rope,695.4562500000164,6.029513180934433e-12,695.4562500000376,3.4222138344430313
L,116,116,117,carrying_rope,696.037499999992,3.826831213386482e-12,696.0375000000054,3.419355997342071
L,117,117,118,carrying_rope,696.4562499999882,5.343326835888818e-12,696.456250000007,3.4173000816633867
L,118,118,119,carrying_rope,696.7437500000124,6.4088174552074246e-12,696.7437500000348,3.4158899882487375
L,119,119,120,carrying_rope,697.1624999999992,1.971404188560259e-12,697.1625000000062,3.4138382371398044
L,120,120,121,carrying_rope,699.6437499999939,2.846104891115006e-12,699.6437500000039,3.401731238219432
L,121,121,122,carrying_rope,700.0749999999987,4.637308025941479e-12,700.0750000000149,3.3996357533120727
L,122,122,123,carrying_rope,700.3687499999963,3.99193836822274e-12,700.3687500000103,3.398209871585454
L,123,123,124,carrying_rope,700.8000000000038,2.84216867408395e-12,700.8000000000137,3.3961187214611206
L,124,124,125,carrying_rope,701.4000000000015,2.356027673329116e-12,701.4000000000098,3.3932135728542443
L,125,125,126,carrying_rope,701.8375000000106,3.4460797678741654e-12,701.8375000000226,3.3910983667870744
L,126,126,127,carrying_rope,702.1374999999864,5.4488960058983604e-12,702.1375000000055,3.3896494632461325
L,127,127,128,carrying_rope,702.5750000000021,2.2585804358275903e-12,702.57500000001,3.387538696936222
L,128,128,129,carrying_rope,703.1812499999918,3.97870918598511e-12,703.1812500000057,3.3846181194393066
L,129,129,130,carrying_rope,703.6187500000094,4.8369535758647846e-12,703.6187500000264,3.382513612662981
L,130,130,131,carrying_rope,703.9187500000031,2.8804713448646217e-12,703.9187500000132,3.3810720342368423
L,131,131,132,carrying_rope,704.3624999999986,1.910074546917105e-12,704.3625000000053,3.3789419510550065
L,132,132,133,carrying_rope,704.8437499999984,1.9283113429446723e-12,704.8437500000051,3.3766348924850123
L,133,133,134,carrying_rope,705.2062500000058,4.331514166162872e-12,705.2062500000209,3.3748991872943974
L,134,134,135,carrying_rope,705.5124999999973,2.7342457378964994e-12,705.5125000000069,3.373434205630626
L,135,135,136,carrying_rope,705.8187499999932,3.5283483822801837e-12,705.8187500000056,3.37197049525814
L,136,136,137,carrying_rope,706.2687500000037,2.0348970694807893e-12,706.2687500000109,3.3698220401227768
L,137,137,138,carrying_rope,706.887499999998,2.3087277159709443e-12,706.8875000000061,3.3668723806828944
L,138,138,139,carrying_rope,707.3374999999986,2.818893765787082e-12,707.3375000000085,3.3647304151129713
L,139,139,140,carrying_rope,707.6499999999943,2.8923428085803265e-12,707.6500000000044,3.3632445417932386
L,140,140,141,carrying_rope,708.099999999999,2.5023782539928076e-12,708.1000000000078,3.36110718825021
L,141,141,142,carrying_rope,708.7312499999997,1.7666000158268364e-12,708.7312500000058,3.358113530340281
L,142,142,143,carrying_rope,709.1874999999958,2.9573556387466316e-12,709.1875000000061,3.3559531153608595
L,143,143,144,carrying_rope,709.5000000000008,2.3638853038806513e-12,709.5000000000091,3.354474982381916
L,144,144,145,carrying_rope,709.9562499999997,2.133563314518172e-12,709.9562500000072,3.352319245023867
L,145,145,146,carrying_rope,710.593749999999,1.8332883329433468e-12,710.5937500000053,3.3493117551343254
L,146,146,147,carrying_rope,711.1500000000005,2.412746104502388e-12,711.150000000009,3.346691977782423
L,147,147,148,carrying_rope,711.4687499999985,2.2089050091841343e-12,711.4687500000063,3.345192603329351
L,148,148,149,carrying_rope,711.9312499999986,1.7550827608238758e-12,711.9312500000048,3.3430194277888265
L,149,149,150,carrying_rope,712.574999999999,1.8760391216067937e-12,712.5750000000056,3.339999298319449
L,150,150,151,carrying_rope,713.1812499999987,1.8475475607249697e-12,713.1812500000052,3.3371600837795197
L,151,151,152,carrying_rope,715.7749999999999,1.9378499667307237e-12,715.7750000000067,3.325067234815379
L,152,152,153,carrying_rope,716.2562499999992,1.8945875232807314e-12,716.2562500000058,3.3228331340912987
L,153,153,154,carrying_rope,716.5624999999993,1.8691781569001012e-12,716.5625000000059,3.3214129960749834
L,154,154,155,carrying_rope,591.6246169466853,12.929237446494954,636.8769480094176,3.7369856256201106
L,155,155,156,carrying_rope,591.6240195760384,12.929256374632443,636.876416887252,3.7369887420738612
L,156,156,157,carrying_rope,591.6245421837758,12.929116839602441,636.8764511223843,3.736988541192978
L,157,157,158,carrying_rope,678.755472983882,14.852433634461148,730.738990704496,3.2569768826834773
L,158,158,159,carrying_rope,678.4991587883948,14.852356396417788,730.482406175857,3.258120907332348
L,159,159,160,carrying_rope,678.0490099228632,14.852176162691881,730.0316264922848,3.2601327307360877
L,160,160,161,carrying_rope,705.128004922847,15.861002548593458,760.6415138429242,3.12893781983543
L,161,161,162,carrying_rope,704.5148624858118,15.862608013645282,760.0339905335703,3.1314388956856485
L,162,162,163,carrying_rope,703.8577583532417,15.864121733521474,759.3821844205669,3.1341267267364414
L,163,163,164,carrying_rope,703.2067432859312,15.8654292985303,758.7357458307873,3.1367969850873294
L,164,164,165,carrying_rope,702.5618262305618,15.866532339949224,758.094689420384,3.139449508371672
L,165,165,166,carrying_rope,702.1171736491348,15.867163408058282,757.6522455773388,3.1412828430098765
L,166,166,167,carrying_rope,701.7601987302896,15.898277385723281,757.4041695803211,3.142311721519518
L,167,167,168,carrying_rope,701.2276796728744,15.898730878278807,756.8732377468502,3.1445159919844246
L,168,168,169,carrying_rope,700.5948132913676,15.899070534181519,756.2415601610029,3.1471425604978664
L,169,169,170,carrying_rope,699.9680818396251,15.89921243573382,755.6153253646935,3.149750832344892
L,170,170,171,carrying_rope,699.3474948859836,15.899159217540571,754.9945521473755,3.1523406271353096
L,171,171,172,carrying_rope,698.7330622400199,15.898913663615609,754.3792600626745,3.154911761230376
L,172,172,173,carrying_rope,698.212602223055,15.898548616343172,753.8575223802561,3.1570952459097374
L,173,173,174,carrying_rope,697.8751255068012,15.905579428478168,753.5446535064748,3.1584060598467905
L,174,174,175,carrying_rope,697.4548847498955,15.905098312012235,753.1227288419384,3.160175505072962
L,175,175,176,carrying_rope,696.846424357074,15.904235250135768,752.5112477325492,3.1627434236649155
L,176,176,177,carrying_rope,696.2504105603631,15.903192190130655,751.9115832258204,3.1652657747197095
L,177,177,178,carrying_rope,695.660604900109,15.901972585015553,751.3175089476634,3.1677685820653356
L,178,178,179,carrying_rope,695.0707692841601,15.900579935668862,750.7227990590011,3.170278034693003
L,179,179,180,carrying_rope,694.4871659949782,15.89901777450928,750.1337282057607,3.1727676153060127
L,180,180,181,carrying_rope,692.5631602839258,15.89303869676897,748.1887957226171,3.181015291336118
L,181,181,182,carrying_rope,692.005794634477,15.891030351907007,747.6244008661515,3.1834166959273653
L,182,182,183,carrying_rope,691.4484057265172,15.888862488732357,747.0594244370805,3.1858242090893407
L,183,183,184,carrying_rope,690.8972277006436,15.88653843935025,746.5001122383695,3.1882111750306446
L,184,184,185,carrying_rope,690.3459958137905,15.884061520619866,745.94021113596,3.1906042394143106
L,185,185,186,carrying_rope,689.8009467082619,15.881435032899544,745.3859693234103,3.1929766563225424
L,186,186,187,carrying_rope,689.424986339433,15.879506198580382,745.0032580344644,3.1946169017825956
L,187,187,188,carrying_rope,689.130963294294,15.884112432294765,744.7253568073257,3.1958090029365684
L,188,188,189,carrying_rope,688.6796698657809,15.881594013634608,744.265248913502,3.1977846654460715
L,189,189,190,carrying_rope,688.146800207038,15.878485017683682,743.7214977689309,3.200122636147664
L,190,190,191,carrying_rope,687.6263290623355,15.875239603749947,743.1896676754602,3.202412659266558
L,191,191,192,carrying_rope,687.1057534216981,15.871861165192815,742.6572674998729,3.2047084222472884
L,192,192,193,carrying_rope,686.5913225159043,15.868353090502016,742.1305583326613,3.2069828863362355
L,193,193,194,carrying_rope,686.158348988979,15.865269996987315,741.6867939784346,3.208901681036539
L,194,194,195,carrying_rope,685.8761595932249,15.86888077597224,741.4172423091277,3.2100683180600744
L,195,195,196,carrying_rope,685.5246330983018,15.866232082111663,741.0564453856927,3.211631198702141
L,196,196,197,carrying_rope,685.0223451816748,15.862304905637696,740.5404123514068,3.2138691694662365
L,197,197,198,carrying_rope,684.5262217357067,15.858261710141358,740.0301377212014,3.216085235837571
L,198,198,199,carrying_rope,684.036273100764,15.85410604059776,739.5256442428562,3.2182792017127415
L,199,199,200,carrying_rope,683.5462613354941,15.849841442870366,739.0207063855404,3.220478099511295
L,200,200,201,carrying_rope,683.0624500275717,15.845471462669872,738.5216001469163,3.2226545567882368
L,201,201,202,carrying_rope,681.463268305405,15.830370376613514,736.8695646235523,3.2298796344179053
L,202,202,203,carrying_rope,681.0059489919828,15.825825127994296,736.3963369399628,3.231955240149487
L,203,203,204,carrying_rope,680.5485907710009,15.821185510557568,735.9227400579524,3.234035137727338
L,204,204,205,carrying_rope,680.0974362699487,15.816454828649517,735.455028170222,3.2360918191304364
L,205,205,206,carrying_rope,679.652479086664,15.81163638164296,734.9932064224143,3.2381251679653884
L,206,206,207,carrying_rope,679.2074637817223,15.806733462754426,734.5310309013628,3.240162634217697
L,207,207,208,carrying_rope,678.9002857465895,15.803252740738623,734.2116703391747,3.241572010017957
L,208,208,209,carrying_rope,678.6611631841105,15.805138169708576,733.9791467780905,3.242598935470252
L,209,209,210,carrying_rope,678.2911847254118,15.800809115117632,733.5940166283235,3.2443012702567207
L,210,210,211,carrying_rope,677.864668102491,15.795627314070384,733.1493637017373,3.2462689294077336
L,211,211,212,carrying_rope,677.4443317373988,15.79037432080548,732.710641860218,3.2482126831918485
L,212,212,213,carrying_rope,677.0239253282139,15.78505351381746,732.271612626575,3.2501601304237515
L,213,213,214,carrying_rope,676.6096995693242,15.77966824475243,731.8385384259577,3.252083451520491
L,214,214,215,carrying_rope,676.2581782363162,15.775043502554086,731.4708304952555,3.253718262953258
L,215,215,216,carrying_rope,676.0371776858586,15.776243614374268,731.2540303361686,3.254682916285436
L,216,216,217,carrying_rope,675.754599576676,15.772391731896684,730.9579706383145,3.2560011595764493
L,217,217,218,carrying_rope,675.3526258991195,15.76679063287661,730.5363931141876,3.257880130864323
L,218,218,219,carrying_rope,674.9568465626388,15.761138299823894,730.1208306120225,3.2597344168429894
L,219,219,220,carrying_rope,674.5672679137334,15.755438032466465,729.7113010273661,3.261563849496616
L,220,220,221,carrying_rope,674.1838974057879,15.749693077554557,729.3078231772288,3.263368257358782
L,221,221,222,carrying_rope,673.8004935996823,15.743906626200534,728.9041667913842,3.265175462608059
L,222,222,223,carrying_rope,672.5278721828419,15.72429015354852,727.5628877202616,3.2711948893620297
L,223,223,224,carrying_rope,672.1710693037501,15.718599427397796,727.1861672996424,3.2728895391918305
L,224,224,225,carrying_rope,671.8142261634803,15.712877268064927,726.8092966017075,3.274586622829404
L,225,225,226,carrying_rope,671.4635794627775,15.707126223234523,726.4385212440983,3.276257976964125
L,226,226,227,carrying_rope,671.1191174024187,15.701348794577438,726.0738381834398,3.277903533825856
L,227,227,228,carrying_rope,670.7745798253176,15.695547441911115,725.7089958720064,3.2795514642066825
L,228,228,229,carrying_rope,670.5427227963411,15.691472435426927,725.4628763203353,3.2806640803892595
L,229,229,230,carrying_rope,670.3527730093276,15.691616454931498,725.2734306015878,3.281521009291457
L,230,230,231,carrying_rope,670.0769043537297,15.68663495743912,724.9801267047666,3.2828486083028956
L,231,231,232,carrying_rope,669.744537870058,15.680739529022427,724.6271262216366,3.2844478406568047
L,232,232,233,carrying_rope,669.4245747209367,15.674830025476417,724.2864798101041,3.2859925821395928
L,233,233,234,carrying_rope,669.1045147404735,15.668908952255062,723.9456960733662,3.28753940096469
L,234,234,235,carrying_rope,668.7906096880533,15.662978809567532,723.6110355215397,3.289059844540133
L,235,235,236,carrying_rope,668.5268414061657,15.657934173941701,723.3296110149616,3.2903395129371678
L,236,236,237,carrying_rope,668.354884853758,15.657661807692854,723.156701180683,3.291126247069582
L,237,237,238,carrying_rope,668.1474920724881,15.653515715438173,722.9347970765217,3.292136454939629
L,238,238,239,carrying_rope,667.8457714417597,15.647538759117987,722.6121570986726,3.293606364935556
L,239,239,240,carrying_rope,667.5502315702579,15.641563070501478,722.295702317013,3.295049371559775
L,240,240,241,carrying_rope,667.2608832093862,15.635591380769432,721.9854530420791,3.2964653096151615
L,241,241,242,carrying_rope,666.9714884362736,15.629626448915962,721.6751810074795,3.2978825691046363
L,242,242,243,carrying_rope,666.6883104993323,15.623671066545613,721.3711592322419,3.299272461257036
L,243,243,244,carrying_rope,665.7600997386957,15.60370973608383,720.3730838149891,3.303843596426275
L,244,244,245,carrying_rope,665.49724638567,15.598067495443926,720.0904826197237,3.3051401975782904
L,245,245,246,carrying_rope,665.2406138677145,15.592444547995436,719.8141697856985,3.3064089315004295
L,246,246,247,carrying_rope,664.990191279742,15.586843609472947,719.5441439128973,3.307649739260619
L,247,247,248,carrying_rope,664.7459687855375,15.581267441207235,719.2804048297628,3.3088625576603765
L,248,248,249,carrying_rope,664.5392676383752,15.576549568391865,719.0571911277468,3.3098897130383778
L,249,249,250,carrying_rope,664.4043769995096,15.575557044759456,718.9188266561678,3.310526740647266
L,250,250,251,carrying_rope,664.2414231522515,15.5717134546379,718.7424202434842,3.3113392683762024
L,251,251,252,carrying_rope,664.009449167366,15.566202655173711,718.491158460474,3.3124972687202936
L,252,252,253,carrying_rope,663.7836497356384,15.560728439544132,718.2461992740429,3.3136270020023093
L,253,253,254,carrying_rope,663.5577724944601,15.55529395722233,718.0013013447383,3.314757223340012
L,254,254,255,carrying_rope,663.3380667249453,15.549902389672111,717.7627250887977,3.315859011354427
L,255,255,256,carrying_rope,663.1873451463517,15.546152352599272,717.5988783804492,3.316616109227245
L,256,256,257,carrying_rope,663.0706232449595,15.544967505480786,717.4780095141423,3.3171748380297745
L,257,257,258,carrying_rope,662.8946339106084,15.540465180555401,717.2862620425523,3.3180615968061145
L,258,258,259,carrying_rope,662.6933986887309,15.535199791346754,717.0665979584445,3.3190780420899286
L,259,259,260,carrying_rope,662.492100414354,15.529990610960095,716.8470675527143,3.320094491179576
L,260,260,261,carrying_rope,662.2969975230964,15.524841061121004,716.6339412370198,3.32108188441613
L,261,261,262,carrying_rope,662.1207395008057,15.520258568748117,716.4416444914241,3.321973280446973
L,262,262,263,carrying_rope,661.595639870261,15.506104514533932,715.8670056711298,3.3246398858245114
L,263,263,264,carrying_rope,661.4832026594814,15.503148517416442,715.744222470439,3.325210215159364
L,264,264,265,carrying_rope,661.3145046800652,15.498609903298583,715.5596393416103,3.3260679741381853
L,265,265,266,carrying_rope,661.1457551717451,15.49414477333599,715.375261878421,3.326925219290689
L,266,266,267,carrying_rope,660.9894434069174,15.489756020461668,715.2035894785332,3.327723790837372
L,267,267,268,carrying_rope,660.8330603794252,15.485446501519595,715.0321231347438,3.3285217866379724
L,268,268,269,carrying_rope,660.714153272761,15.482268335874904,714.9020924483232,3.329127198172299
L,269,269,270,carrying_rope,660.634645980307,15.481112879316864,714.818541057916,3.3295163223909263
L,270,270,271,carrying_rope,660.5156114368559,15.477809000847058,714.6879429398206,3.3301247397710823
L,271,271,272,carrying_rope,660.3776698069125,15.473738261872205,714.5357537234653,3.3308340241866907
L,272,272,273,carrying_rope,660.239640465724,15.469758041142981,714.3837936097245,3.3315425423833442
L,273,273,274,carrying_rope,660.1077742654066,15.465871104201947,714.2383231301135,3.332221084931105
L,274,274,275,carrying_rope,659.9758238520442,15.462080158929032,714.0931044082959,3.3328987289018706
L,275,275,276,carrying_rope,659.9003582758717,15.459849070962315,714.0098300242398,3.3332874421619683
L,276,276,277,carrying_rope,659.8326933666341,15.458792965823637,713.9384687470168,3.333620618842644
L,277,277,278,carrying_rope,659.7193270841636,15.455376010630625,713.8131431213708,3.33420590939627
L,278,278,279,carrying_rope,659.6058488752524,15.451874672570904,713.6874102292505,3.3347933085095294
L,279,279,280,carrying_rope,659.4985646332601,15.448479914503789,713.5682443340233,3.3353502189846824
L,280,280,281,carrying_rope,659.3912351907268,15.445194303145955,713.4494152517376,3.3359057406476773
L,281,281,282,carrying_rope,659.2901225489013,15.442020350280785,713.3371937748841,3.3364305419227636
