apdl_elem_id,n1,n2,orientation_node,system,assembly_name,member,section_key,material_id,section_id,length_mm,area_mm2,volume_mm3,source_member_id
2000024,2000044,2000045,2000054,gate,CW1_GATE_01,top_beam,gate_top_post,62,62,3380.000000000000,2496.000000000000,8436480.000000000000,CW1_GATE_01:top_beam:segment_05
2000025,2000045,2000046,2000055,gate,CW1_GATE_01,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW1_GATE_01:top_beam:segment_06
2000026,2000046,2000047,2000056,gate,CW1_GATE_01,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW1_GATE_01:top_beam:segment_07
2000027,2000047,2000048,2000057,gate,CW1_GATE_01,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,CW1_GATE_01:top_beam:segment_08
2000028,2000048,2000049,2000058,gate,CW1_GATE_01,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,CW1_GATE_01:top_beam:segment_09
2000029,2000059,2000060,2000061,gate,CW1_GATE_01,left_post,gate_top_post,62,62,8501.064680011099,2496.000000000000,21218657.441307701170,CW1_GATE_01:left_post
2000030,2000062,2000063,2000064,gate,CW1_GATE_01,right_post,gate_top_post,62,62,8501.064680011099,2496.000000000000,21218657.441307701170,CW1_GATE_01:right_post
2000031,2000065,2000066,2000085,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,CW1_GATE_02:bottom_beam:segment_01
2000032,2000066,2000067,2000086,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,CW1_GATE_02:bottom_beam:segment_02
2000033,2000067,2000068,2000087,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_02:bottom_beam:segment_03
2000034,2000068,2000069,2000088,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_02:bottom_beam:segment_04
2000035,2000069,2000070,2000089,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_02:bottom_beam:segment_05
2000036,2000070,2000071,2000090,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_02:bottom_beam:segment_06
2000037,2000071,2000072,2000091,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_02:bottom_beam:segment_07
2000038,2000072,2000073,2000092,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_02:bottom_beam:segment_08
2000039,2000073,2000074,2000093,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_02:bottom_beam:segment_09
2000040,2000074,2000075,2000094,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,1700.000000000000,4997.500000000000,8495750.000000000000,CW1_GATE_02:bottom_beam:segment_10
2000041,2000075,2000076,2000095,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_02:bottom_beam:segment_11
2000042,2000076,2000077,2000096,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_02:bottom_beam:segment_12
2000043,2000077,2000078,2000097,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_02:bottom_beam:segment_13
2000044,2000078,2000079,2000098,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_02:bottom_beam:segment_14
2000045,2000079,2000080,2000099,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_02:bottom_beam:segment_15
2000046,2000080,2000081,2000100,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_02:bottom_beam:segment_16
2000047,2000081,2000082,2000101,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_02:bottom_beam:segment_17
2000048,2000082,2000083,2000102,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,CW1_GATE_02:bottom_beam:segment_18
2000049,2000083,2000084,2000103,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,CW1_GATE_02:bottom_beam:segment_19
2000050,2000104,2000105,2000114,gate,CW1_GATE_02,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,CW1_GATE_02:top_beam:segment_01
2000051,2000105,2000106,2000115,gate,CW1_GATE_02,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,CW1_GATE_02:top_beam:segment_02
2000052,2000106,2000107,2000116,gate,CW1_GATE_02,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW1_GATE_02:top_beam:segment_03
2000053,2000107,2000108,2000117,gate,CW1_GATE_02,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW1_GATE_02:top_beam:segment_04
2000054,2000108,2000109,2000118,gate,CW1_GATE_02,top_beam,gate_top_post,62,62,3380.000000000000,2496.000000000000,8436480.000000000000,CW1_GATE_02:top_beam:segment_05
2000055,2000109,2000110,2000119,gate,CW1_GATE_02,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW1_GATE_02:top_beam:segment_06
2000056,2000110,2000111,2000120,gate,CW1_GATE_02,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW1_GATE_02:top_beam:segment_07
2000057,2000111,2000112,2000121,gate,CW1_GATE_02,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,CW1_GATE_02:top_beam:segment_08
2000058,2000112,2000113,2000122,gate,CW1_GATE_02,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,CW1_GATE_02:top_beam:segment_09
2000059,2000123,2000124,2000125,gate,CW1_GATE_02,left_post,gate_top_post,62,62,8705.376619970601,2496.000000000000,21728620.043446619064,CW1_GATE_02:left_post
2000060,2000126,2000127,2000128,gate,CW1_GATE_02,right_post,gate_top_post,62,62,8705.376619970601,2496.000000000000,21728620.043446619064,CW1_GATE_02:right_post
2000061,2000129,2000130,2000149,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,CW1_GATE_03:bottom_beam:segment_01
2000062,2000130,2000131,2000150,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,CW1_GATE_03:bottom_beam:segment_02
2000063,2000131,2000132,2000151,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_03:bottom_beam:segment_03
2000064,2000132,2000133,2000152,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_03:bottom_beam:segment_04
2000065,2000133,2000134,2000153,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_03:bottom_beam:segment_05
2000066,2000134,2000135,2000154,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_03:bottom_beam:segment_06
2000067,2000135,2000136,2000155,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_03:bottom_beam:segment_07
2000068,2000136,2000137,2000156,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_03:bottom_beam:segment_08
2000069,2000137,2000138,2000157,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_03:bottom_beam:segment_09
2000070,2000138,2000139,2000158,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,1700.000000000000,4997.500000000000,8495750.000000000000,CW1_GATE_03:bottom_beam:segment_10
2000071,2000139,2000140,2000159,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_03:bottom_beam:segment_11
2000072,2000140,2000141,2000160,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_03:bottom_beam:segment_12
2000073,2000141,2000142,2000161,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_03:bottom_beam:segment_13
2000074,2000142,2000143,2000162,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_03:bottom_beam:segment_14
2000075,2000143,2000144,2000163,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_03:bottom_beam:segment_15
2000076,2000144,2000145,2000164,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_03:bottom_beam:segment_16
2000077,2000145,2000146,2000165,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_03:bottom_beam:segment_17
2000078,2000146,2000147,2000166,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,CW1_GATE_03:bottom_beam:segment_18
2000079,2000147,2000148,2000167,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,CW1_GATE_03:bottom_beam:segment_19
2000080,2000168,2000169,2000178,gate,CW1_GATE_03,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,CW1_GATE_03:top_beam:segment_01
2000081,2000169,2000170,2000179,gate,CW1_GATE_03,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,CW1_GATE_03:top_beam:segment_02
2000082,2000170,2000171,2000180,gate,CW1_GATE_03,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW1_GATE_03:top_beam:segment_03
2000083,2000171,2000172,2000181,gate,CW1_GATE_03,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW1_GATE_03:top_beam:segment_04
2000084,2000172,2000173,2000182,gate,CW1_GATE_03,top_beam,gate_top_post,62,62,3380.000000000000,2496.000000000000,8436480.000000000000,CW1_GATE_03:top_beam:segment_05
2000085,2000173,2000174,2000183,gate,CW1_GATE_03,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW1_GATE_03:top_beam:segment_06
2000086,2000174,2000175,2000184,gate,CW1_GATE_03,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW1_GATE_03:top_beam:segment_07
2000087,2000175,2000176,2000185,gate,CW1_GATE_03,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,CW1_GATE_03:top_beam:segment_08
2000088,2000176,2000177,2000186,gate,CW1_GATE_03,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,CW1_GATE_03:top_beam:segment_09
2000089,2000187,2000188,2000189,gate,CW1_GATE_03,left_post,gate_top_post,62,62,8940.497671379999,2496.000000000000,22315482.187764476985,CW1_GATE_03:left_post
2000090,2000190,2000191,2000192,gate,CW1_GATE_03,right_post,gate_top_post,62,62,8940.497671379999,2496.000000000000,22315482.187764476985,CW1_GATE_03:right_post
2000091,2000193,2000194,2000213,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,CW1_GATE_04:bottom_beam:segment_01
2000092,2000194,2000195,2000214,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,CW1_GATE_04:bottom_beam:segment_02
2000093,2000195,2000196,2000215,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_04:bottom_beam:segment_03
2000094,2000196,2000197,2000216,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_04:bottom_beam:segment_04
2000095,2000197,2000198,2000217,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_04:bottom_beam:segment_05
2000096,2000198,2000199,2000218,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_04:bottom_beam:segment_06
2000097,2000199,2000200,2000219,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_04:bottom_beam:segment_07
2000098,2000200,2000201,2000220,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_04:bottom_beam:segment_08
2000099,2000201,2000202,2000221,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_04:bottom_beam:segment_09
2000100,2000202,2000203,2000222,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,1700.000000000000,4997.500000000000,8495750.000000000000,CW1_GATE_04:bottom_beam:segment_10
2000101,2000203,2000204,2000223,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_04:bottom_beam:segment_11
2000102,2000204,2000205,2000224,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_04:bottom_beam:segment_12
2000103,2000205,2000206,2000225,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_04:bottom_beam:segment_13
2000104,2000206,2000207,2000226,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_04:bottom_beam:segment_14
2000105,2000207,2000208,2000227,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_04:bottom_beam:segment_15
2000106,2000208,2000209,2000228,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_04:bottom_beam:segment_16
2000107,2000209,2000210,2000229,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_04:bottom_beam:segment_17
2000108,2000210,2000211,2000230,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,CW1_GATE_04:bottom_beam:segment_18
2000109,2000211,2000212,2000231,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,CW1_GATE_04:bottom_beam:segment_19
2000110,2000232,2000233,2000242,gate,CW1_GATE_04,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,CW1_GATE_04:top_beam:segment_01
2000111,2000233,2000234,2000243,gate,CW1_GATE_04,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,CW1_GATE_04:top_beam:segment_02
2000112,2000234,2000235,2000244,gate,CW1_GATE_04,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW1_GATE_04:top_beam:segment_03
2000113,2000235,2000236,2000245,gate,CW1_GATE_04,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW1_GATE_04:top_beam:segment_04
2000114,2000236,2000237,2000246,gate,CW1_GATE_04,top_beam,gate_top_post,62,62,3380.000000000000,2496.000000000000,8436480.000000000000,CW1_GATE_04:top_beam:segment_05
2000115,2000237,2000238,2000247,gate,CW1_GATE_04,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW1_GATE_04:top_beam:segment_06
2000116,2000238,2000239,2000248,gate,CW1_GATE_04,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW1_GATE_04:top_beam:segment_07
2000117,2000239,2000240,2000249,gate,CW1_GATE_04,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,CW1_GATE_04:top_beam:segment_08
2000118,2000240,2000241,2000250,gate,CW1_GATE_04,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,CW1_GATE_04:top_beam:segment_09
2000119,2000251,2000252,2000253,gate,CW1_GATE_04,left_post,gate_top_post,62,62,8899.273278365989,2496.000000000000,22212586.102801509202,CW1_GATE_04:left_post
2000120,2000254,2000255,2000256,gate,CW1_GATE_04,right_post,gate_top_post,62,62,8899.273278365989,2496.000000000000,22212586.102801509202,CW1_GATE_04:right_post
2000121,2000257,2000258,2000277,gate,CW1_GATE_05,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,CW1_GATE_05:bottom_beam:segment_01
2000122,2000258,2000259,2000278,gate,CW1_GATE_05,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,CW1_GATE_05:bottom_beam:segment_02
2000123,2000259,2000260,2000279,gate,CW1_GATE_05,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_05:bottom_beam:segment_03
2000124,2000260,2000261,2000280,gate,CW1_GATE_05,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_05:bottom_beam:segment_04
2000125,2000261,2000262,2000281,gate,CW1_GATE_05,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_05:bottom_beam:segment_05
2000126,2000262,2000263,2000282,gate,CW1_GATE_05,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_05:bottom_beam:segment_06
2000127,2000263,2000264,2000283,gate,CW1_GATE_05,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_05:bottom_beam:segment_07
2000128,2000264,2000265,2000284,gate,CW1_GATE_05,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_05:bottom_beam:segment_08
2000129,2000265,2000266,2000285,gate,CW1_GATE_05,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_05:bottom_beam:segment_09
2000130,2000266,2000267,2000286,gate,CW1_GATE_05,bottom_beam,gate_bottom,61,61,1700.000000000000,4997.500000000000,8495750.000000000000,CW1_GATE_05:bottom_beam:segment_10
2000131,2000267,2000268,2000287,gate,CW1_GATE_05,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_05:bottom_beam:segment_11
2000132,2000268,2000269,2000288,gate,CW1_GATE_05,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_05:bottom_beam:segment_12
2000133,2000269,2000270,2000289,gate,CW1_GATE_05,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_05:bottom_beam:segment_13
2000134,2000270,2000271,2000290,gate,CW1_GATE_05,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_05:bottom_beam:segment_14
2000135,2000271,2000272,2000291,gate,CW1_GATE_05,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_05:bottom_beam:segment_15
2000136,2000272,2000273,2000292,gate,CW1_GATE_05,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_05:bottom_beam:segment_16
2000137,2000273,2000274,2000293,gate,CW1_GATE_05,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,CW1_GATE_05:bottom_beam:segment_17
2000138,2000274,2000275,2000294,gate,CW1_GATE_05,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,CW1_GATE_05:bottom_beam:segment_18
2000139,2000275,2000276,2000295,gate,CW1_GATE_05,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,CW1_GATE_05:bottom_beam:segment_19
2000140,2000296,2000297,2000306,gate,CW1_GATE_05,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,CW1_GATE_05:top_beam:segment_01
2000141,2000297,2000298,2000307,gate,CW1_GATE_05,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,CW1_GATE_05:top_beam:segment_02
2000142,2000298,2000299,2000308,gate,CW1_GATE_05,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW1_GATE_05:top_beam:segment_03
2000143,2000299,2000300,2000309,gate,CW1_GATE_05,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW1_GATE_05:top_beam:segment_04
2000144,2000300,2000301,2000310,gate,CW1_GATE_05,top_beam,gate_top_post,62,62,3380.000000000000,2496.000000000000,8436480.000000000000,CW1_GATE_05:top_beam:segment_05
2000145,2000301,2000302,2000311,gate,CW1_GATE_05,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW1_GATE_05:top_beam:segment_06
2000146,2000302,2000303,2000312,gate,CW1_GATE_05,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,CW1_GATE_05:top_beam:segment_07
2000147,2000303,2000304,2000313,gate,CW1_GATE_05,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,CW1_GATE_05:top_beam:segment_08
2000148,2000304,2000305,2000314,gate,CW1_GATE_05,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,CW1_GATE_05:top_beam:segment_09
2000149,2000315,2000316,2000317,gate,CW1_GATE_05,left_post,gate_top_post,62,62,8885.142298582010,2496.000000000000,22177315.177260696888,CW1_GATE_05:left_post
2000150,2000318,2000319,2000320,gate,CW1_GATE_05,right_post,gate_top_post,62,62,8885.142298582010,2496.000000000000,22177315.177260696888,CW1_GATE_05:right_post
2000151,2000321,2000322,2000341,gate,CW1_GATE_06,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,CW1_GATE_06:bottom_beam:segment_01
2000152,2000322,2000323,2000342,gate,CW1_GATE_06,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,CW1_GATE_06:bottom_beam:segment_02
