subsystem,catwalk,mct_node,rope_index,ansys_node,mct_total_fz_kn_per_catwalk,applied_fz_n_per_physical_rope
bottom,1,163,16,11083,-2.53,-158.125
bottom,2,163,1,14181,-2.53,-158.125
bottom,2,163,2,14909,-2.53,-158.125
bottom,2,163,3,15637,-2.53,-158.125
bottom,2,163,4,16365,-2.53,-158.125
bottom,2,163,5,17093,-2.53,-158.125
bottom,2,163,6,17821,-2.53,-158.125
bottom,2,163,7,18549,-2.53,-158.125
bottom,2,163,8,19277,-2.53,-158.125
bottom,2,163,9,20005,-2.53,-158.125
bottom,2,163,10,20733,-2.53,-158.125
bottom,2,163,11,21461,-2.53,-158.125
bottom,2,163,12,22189,-2.53,-158.125
bottom,2,163,13,22917,-2.53,-158.125
bottom,2,163,14,23645,-2.53,-158.125
bottom,2,163,15,24373,-2.53,-158.125
bottom,2,163,16,25101,-2.53,-158.125
bottom,1,164,1,164,-2.53,-158.125
bottom,1,164,2,892,-2.53,-158.125
bottom,1,164,3,1620,-2.53,-158.125
bottom,1,164,4,2348,-2.53,-158.125
bottom,1,164,5,3076,-2.53,-158.125
bottom,1,164,6,3804,-2.53,-158.125
bottom,1,164,7,4532,-2.53,-158.125
bottom,1,164,8,5260,-2.53,-158.125
bottom,1,164,9,5988,-2.53,-158.125
bottom,1,164,10,6716,-2.53,-158.125
bottom,1,164,11,7444,-2.53,-158.125
bottom,1,164,12,8172,-2.53,-158.125
bottom,1,164,13,8900,-2.53,-158.125
bottom,1,164,14,9628,-2.53,-158.125
bottom,1,164,15,10356,-2.53,-158.125
bottom,1,164,16,11084,-2.53,-158.125
bottom,2,164,1,14182,-2.53,-158.125
bottom,2,164,2,14910,-2.53,-158.125
bottom,2,164,3,15638,-2.53,-158.125
bottom,2,164,4,16366,-2.53,-158.125
bottom,2,164,5,17094,-2.53,-158.125
bottom,2,164,6,17822,-2.53,-158.125
bottom,2,164,7,18550,-2.53,-158.125
bottom,2,164,8,19278,-2.53,-158.125
bottom,2,164,9,20006,-2.53,-158.125
bottom,2,164,10,20734,-2.53,-158.125
bottom,2,164,11,21462,-2.53,-158.125
bottom,2,164,12,22190,-2.53,-158.125
bottom,2,164,13,22918,-2.53,-158.125
bottom,2,164,14,23646,-2.53,-158.125
bottom,2,164,15,24374,-2.53,-158.125
bottom,2,164,16,25102,-2.53,-158.125
bottom,1,165,1,165,-2.53,-158.125
bottom,1,165,2,893,-2.53,-158.125
bottom,1,165,3,1621,-2.53,-158.125
bottom,1,165,4,2349,-2.53,-158.125
bottom,1,165,5,3077,-2.53,-158.125
bottom,1,165,6,3805,-2.53,-158.125
bottom,1,165,7,4533,-2.53,-158.125
bottom,1,165,8,5261,-2.53,-158.125
bottom,1,165,9,5989,-2.53,-158.125
bottom,1,165,10,6717,-2.53,-158.125
bottom,1,165,11,7445,-2.53,-158.125
bottom,1,165,12,8173,-2.53,-158.125
bottom,1,165,13,8901,-2.53,-158.125
bottom,1,165,14,9629,-2.53,-158.125
bottom,1,165,15,10357,-2.53,-158.125
bottom,1,165,16,11085,-2.53,-158.125
bottom,2,165,1,14183,-2.53,-158.125
bottom,2,165,2,14911,-2.53,-158.125
bottom,2,165,3,15639,-2.53,-158.125
bottom,2,165,4,16367,-2.53,-158.125
bottom,2,165,5,17095,-2.53,-158.125
bottom,2,165,6,17823,-2.53,-158.125
bottom,2,165,7,18551,-2.53,-158.125
bottom,2,165,8,19279,-2.53,-158.125
bottom,2,165,9,20007,-2.53,-158.125
bottom,2,165,10,20735,-2.53,-158.125
bottom,2,165,11,21463,-2.53,-158.125
bottom,2,165,12,22191,-2.53,-158.125
bottom,2,165,13,22919,-2.53,-158.125
bottom,2,165,14,23647,-2.53,-158.125
bottom,2,165,15,24375,-2.53,-158.125
bottom,2,165,16,25103,-2.53,-158.125
bottom,1,166,1,166,-3.18,-198.75
bottom,1,166,2,894,-3.18,-198.75
bottom,1,166,3,1622,-3.18,-198.75
bottom,1,166,4,2350,-3.18,-198.75
bottom,1,166,5,3078,-3.18,-198.75
bottom,1,166,6,3806,-3.18,-198.75
bottom,1,166,7,4534,-3.18,-198.75
bottom,1,166,8,5262,-3.18,-198.75
bottom,1,166,9,5990,-3.18,-198.75
bottom,1,166,10,6718,-3.18,-198.75
bottom,1,166,11,7446,-3.18,-198.75
bottom,1,166,12,8174,-3.18,-198.75
bottom,1,166,13,8902,-3.18,-198.75
bottom,1,166,14,9630,-3.18,-198.75
bottom,1,166,15,10358,-3.18,-198.75
bottom,1,166,16,11086,-3.18,-198.75
bottom,2,166,1,14184,-3.18,-198.75
bottom,2,166,2,14912,-3.18,-198.75
bottom,2,166,3,15640,-3.18,-198.75
bottom,2,166,4,16368,-3.18,-198.75
bottom,2,166,5,17096,-3.18,-198.75
bottom,2,166,6,17824,-3.18,-198.75
bottom,2,166,7,18552,-3.18,-198.75
bottom,2,166,8,19280,-3.18,-198.75
bottom,2,166,9,20008,-3.18,-198.75
bottom,2,166,10,20736,-3.18,-198.75
bottom,2,166,11,21464,-3.18,-198.75
bottom,2,166,12,22192,-3.18,-198.75
bottom,2,166,13,22920,-3.18,-198.75
bottom,2,166,14,23648,-3.18,-198.75
bottom,2,166,15,24376,-3.18,-198.75
bottom,2,166,16,25104,-3.18,-198.75
bottom,1,167,1,167,-2.53,-158.125
bottom,1,167,2,895,-2.53,-158.125
bottom,1,167,3,1623,-2.53,-158.125
bottom,1,167,4,2351,-2.53,-158.125
bottom,1,167,5,3079,-2.53,-158.125
bottom,1,167,6,3807,-2.53,-158.125
bottom,1,167,7,4535,-2.53,-158.125
bottom,1,167,8,5263,-2.53,-158.125
bottom,1,167,9,5991,-2.53,-158.125
bottom,1,167,10,6719,-2.53,-158.125
bottom,1,167,11,7447,-2.53,-158.125
bottom,1,167,12,8175,-2.53,-158.125
bottom,1,167,13,8903,-2.53,-158.125
bottom,1,167,14,9631,-2.53,-158.125
bottom,1,167,15,10359,-2.53,-158.125
bottom,1,167,16,11087,-2.53,-158.125
bottom,2,167,1,14185,-2.53,-158.125
bottom,2,167,2,14913,-2.53,-158.125
bottom,2,167,3,15641,-2.53,-158.125
bottom,2,167,4,16369,-2.53,-158.125
bottom,2,167,5,17097,-2.53,-158.125
bottom,2,167,6,17825,-2.53,-158.125
bottom,2,167,7,18553,-2.53,-158.125
bottom,2,167,8,19281,-2.53,-158.125
bottom,2,167,9,20009,-2.53,-158.125
bottom,2,167,10,20737,-2.53,-158.125
bottom,2,167,11,21465,-2.53,-158.125
bottom,2,167,12,22193,-2.53,-158.125
bottom,2,167,13,22921,-2.53,-158.125
bottom,2,167,14,23649,-2.53,-158.125
bottom,2,167,15,24377,-2.53,-158.125
bottom,2,167,16,25105,-2.53,-158.125
bottom,1,168,1,168,-2.53,-158.125
bottom,1,168,2,896,-2.53,-158.125
bottom,1,168,3,1624,-2.53,-158.125
bottom,1,168,4,2352,-2.53,-158.125
bottom,1,168,5,3080,-2.53,-158.125
bottom,1,168,6,3808,-2.53,-158.125
bottom,1,168,7,4536,-2.53,-158.125
bottom,1,168,8,5264,-2.53,-158.125
bottom,1,168,9,5992,-2.53,-158.125
bottom,1,168,10,6720,-2.53,-158.125
bottom,1,168,11,7448,-2.53,-158.125
bottom,1,168,12,8176,-2.53,-158.125
bottom,1,168,13,8904,-2.53,-158.125
bottom,1,168,14,9632,-2.53,-158.125
bottom,1,168,15,10360,-2.53,-158.125
bottom,1,168,16,11088,-2.53,-158.125
bottom,2,168,1,14186,-2.53,-158.125
bottom,2,168,2,14914,-2.53,-158.125
bottom,2,168,3,15642,-2.53,-158.125
bottom,2,168,4,16370,-2.53,-158.125
bottom,2,168,5,17098,-2.53,-158.125
bottom,2,168,6,17826,-2.53,-158.125
bottom,2,168,7,18554,-2.53,-158.125
bottom,2,168,8,19282,-2.53,-158.125
bottom,2,168,9,20010,-2.53,-158.125
bottom,2,168,10,20738,-2.53,-158.125
bottom,2,168,11,21466,-2.53,-158.125
bottom,2,168,12,22194,-2.53,-158.125
bottom,2,168,13,22922,-2.53,-158.125
bottom,2,168,14,23650,-2.53,-158.125
bottom,2,168,15,24378,-2.53,-158.125
bottom,2,168,16,25106,-2.53,-158.125
bottom,1,169,1,169,-2.53,-158.125
bottom,1,169,2,897,-2.53,-158.125
bottom,1,169,3,1625,-2.53,-158.125
bottom,1,169,4,2353,-2.53,-158.125
bottom,1,169,5,3081,-2.53,-158.125
bottom,1,169,6,3809,-2.53,-158.125
bottom,1,169,7,4537,-2.53,-158.125
bottom,1,169,8,5265,-2.53,-158.125
bottom,1,169,9,5993,-2.53,-158.125
bottom,1,169,10,6721,-2.53,-158.125
bottom,1,169,11,7449,-2.53,-158.125
bottom,1,169,12,8177,-2.53,-158.125
bottom,1,169,13,8905,-2.53,-158.125
bottom,1,169,14,9633,-2.53,-158.125
bottom,1,169,15,10361,-2.53,-158.125
bottom,1,169,16,11089,-2.53,-158.125
bottom,2,169,1,14187,-2.53,-158.125
bottom,2,169,2,14915,-2.53,-158.125
bottom,2,169,3,15643,-2.53,-158.125
bottom,2,169,4,16371,-2.53,-158.125
bottom,2,169,5,17099,-2.53,-158.125
bottom,2,169,6,17827,-2.53,-158.125
bottom,2,169,7,18555,-2.53,-158.125
bottom,2,169,8,19283,-2.53,-158.125
bottom,2,169,9,20011,-2.53,-158.125
bottom,2,169,10,20739,-2.53,-158.125
bottom,2,169,11,21467,-2.53,-158.125
bottom,2,169,12,22195,-2.53,-158.125
bottom,2,169,13,22923,-2.53,-158.125
bottom,2,169,14,23651,-2.53,-158.125
bottom,2,169,15,24379,-2.53,-158.125
bottom,2,169,16,25107,-2.53,-158.125
bottom,1,170,1,170,-2.53,-158.125
bottom,1,170,2,898,-2.53,-158.125
bottom,1,170,3,1626,-2.53,-158.125
bottom,1,170,4,2354,-2.53,-158.125
bottom,1,170,5,3082,-2.53,-158.125
bottom,1,170,6,3810,-2.53,-158.125
bottom,1,170,7,4538,-2.53,-158.125
bottom,1,170,8,5266,-2.53,-158.125
bottom,1,170,9,5994,-2.53,-158.125
bottom,1,170,10,6722,-2.53,-158.125
bottom,1,170,11,7450,-2.53,-158.125
bottom,1,170,12,8178,-2.53,-158.125
bottom,1,170,13,8906,-2.53,-158.125
bottom,1,170,14,9634,-2.53,-158.125
bottom,1,170,15,10362,-2.53,-158.125
bottom,1,170,16,11090,-2.53,-158.125
bottom,2,170,1,14188,-2.53,-158.125
bottom,2,170,2,14916,-2.53,-158.125
bottom,2,170,3,15644,-2.53,-158.125
bottom,2,170,4,16372,-2.53,-158.125
bottom,2,170,5,17100,-2.53,-158.125
bottom,2,170,6,17828,-2.53,-158.125
bottom,2,170,7,18556,-2.53,-158.125
bottom,2,170,8,19284,-2.53,-158.125
bottom,2,170,9,20012,-2.53,-158.125
bottom,2,170,10,20740,-2.53,-158.125
bottom,2,170,11,21468,-2.53,-158.125
bottom,2,170,12,22196,-2.53,-158.125
bottom,2,170,13,22924,-2.53,-158.125
bottom,2,170,14,23652,-2.53,-158.125
bottom,2,170,15,24380,-2.53,-158.125
bottom,2,170,16,25108,-2.53,-158.125
bottom,1,171,1,171,-2.53,-158.125
bottom,1,171,2,899,-2.53,-158.125
bottom,1,171,3,1627,-2.53,-158.125
bottom,1,171,4,2355,-2.53,-158.125
bottom,1,171,5,3083,-2.53,-158.125
bottom,1,171,6,3811,-2.53,-158.125
bottom,1,171,7,4539,-2.53,-158.125
bottom,1,171,8,5267,-2.53,-158.125
bottom,1,171,9,5995,-2.53,-158.125
bottom,1,171,10,6723,-2.53,-158.125
bottom,1,171,11,7451,-2.53,-158.125
bottom,1,171,12,8179,-2.53,-158.125
bottom,1,171,13,8907,-2.53,-158.125
bottom,1,171,14,9635,-2.53,-158.125
bottom,1,171,15,10363,-2.53,-158.125
bottom,1,171,16,11091,-2.53,-158.125
bottom,2,171,1,14189,-2.53,-158.125
bottom,2,171,2,14917,-2.53,-158.125
bottom,2,171,3,15645,-2.53,-158.125
bottom,2,171,4,16373,-2.53,-158.125
bottom,2,171,5,17101,-2.53,-158.125
bottom,2,171,6,17829,-2.53,-158.125
bottom,2,171,7,18557,-2.53,-158.125
bottom,2,171,8,19285,-2.53,-158.125
bottom,2,171,9,20013,-2.53,-158.125
bottom,2,171,10,20741,-2.53,-158.125
bottom,2,171,11,21469,-2.53,-158.125
bottom,2,171,12,22197,-2.53,-158.125
bottom,2,171,13,22925,-2.53,-158.125
bottom,2,171,14,23653,-2.53,-158.125
bottom,2,171,15,24381,-2.53,-158.125
bottom,2,171,16,25109,-2.53,-158.125
bottom,1,172,1,172,-2.53,-158.125
bottom,1,172,2,900,-2.53,-158.125
bottom,1,172,3,1628,-2.53,-158.125
bottom,1,172,4,2356,-2.53,-158.125
bottom,1,172,5,3084,-2.53,-158.125
bottom,1,172,6,3812,-2.53,-158.125
bottom,1,172,7,4540,-2.53,-158.125
bottom,1,172,8,5268,-2.53,-158.125
bottom,1,172,9,5996,-2.53,-158.125
bottom,1,172,10,6724,-2.53,-158.125
bottom,1,172,11,7452,-2.53,-158.125
bottom,1,172,12,8180,-2.53,-158.125
bottom,1,172,13,8908,-2.53,-158.125
bottom,1,172,14,9636,-2.53,-158.125
bottom,1,172,15,10364,-2.53,-158.125
bottom,1,172,16,11092,-2.53,-158.125
bottom,2,172,1,14190,-2.53,-158.125
bottom,2,172,2,14918,-2.53,-158.125
bottom,2,172,3,15646,-2.53,-158.125
bottom,2,172,4,16374,-2.53,-158.125
bottom,2,172,5,17102,-2.53,-158.125
bottom,2,172,6,17830,-2.53,-158.125
bottom,2,172,7,18558,-2.53,-158.125
bottom,2,172,8,19286,-2.53,-158.125
bottom,2,172,9,20014,-2.53,-158.125
bottom,2,172,10,20742,-2.53,-158.125
bottom,2,172,11,21470,-2.53,-158.125
bottom,2,172,12,22198,-2.53,-158.125
bottom,2,172,13,22926,-2.53,-158.125
bottom,2,172,14,23654,-2.53,-158.125
bottom,2,172,15,24382,-2.53,-158.125
bottom,2,172,16,25110,-2.53,-158.125
bottom,1,173,1,173,-3.18,-198.75
bottom,1,173,2,901,-3.18,-198.75
bottom,1,173,3,1629,-3.18,-198.75
bottom,1,173,4,2357,-3.18,-198.75
bottom,1,173,5,3085,-3.18,-198.75
bottom,1,173,6,3813,-3.18,-198.75
bottom,1,173,7,4541,-3.18,-198.75
bottom,1,173,8,5269,-3.18,-198.75
bottom,1,173,9,5997,-3.18,-198.75
bottom,1,173,10,6725,-3.18,-198.75
bottom,1,173,11,7453,-3.18,-198.75
bottom,1,173,12,8181,-3.18,-198.75
bottom,1,173,13,8909,-3.18,-198.75
bottom,1,173,14,9637,-3.18,-198.75
bottom,1,173,15,10365,-3.18,-198.75
bottom,1,173,16,11093,-3.18,-198.75
bottom,2,173,1,14191,-3.18,-198.75
bottom,2,173,2,14919,-3.18,-198.75
bottom,2,173,3,15647,-3.18,-198.75
bottom,2,173,4,16375,-3.18,-198.75
bottom,2,173,5,17103,-3.18,-198.75
bottom,2,173,6,17831,-3.18,-198.75
bottom,2,173,7,18559,-3.18,-198.75
bottom,2,173,8,19287,-3.18,-198.75
bottom,2,173,9,20015,-3.18,-198.75
bottom,2,173,10,20743,-3.18,-198.75
bottom,2,173,11,21471,-3.18,-198.75
bottom,2,173,12,22199,-3.18,-198.75
bottom,2,173,13,22927,-3.18,-198.75
bottom,2,173,14,23655,-3.18,-198.75
bottom,2,173,15,24383,-3.18,-198.75
bottom,2,173,16,25111,-3.18,-198.75
bottom,1,174,1,174,-2.53,-158.125
bottom,1,174,2,902,-2.53,-158.125
bottom,1,174,3,1630,-2.53,-158.125
bottom,1,174,4,2358,-2.53,-158.125
bottom,1,174,5,3086,-2.53,-158.125
bottom,1,174,6,3814,-2.53,-158.125
bottom,1,174,7,4542,-2.53,-158.125
bottom,1,174,8,5270,-2.53,-158.125
bottom,1,174,9,5998,-2.53,-158.125
bottom,1,174,10,6726,-2.53,-158.125
bottom,1,174,11,7454,-2.53,-158.125
bottom,1,174,12,8182,-2.53,-158.125
bottom,1,174,13,8910,-2.53,-158.125
bottom,1,174,14,9638,-2.53,-158.125
bottom,1,174,15,10366,-2.53,-158.125
bottom,1,174,16,11094,-2.53,-158.125
bottom,2,174,1,14192,-2.53,-158.125
bottom,2,174,2,14920,-2.53,-158.125
bottom,2,174,3,15648,-2.53,-158.125
bottom,2,174,4,16376,-2.53,-158.125
bottom,2,174,5,17104,-2.53,-158.125
bottom,2,174,6,17832,-2.53,-158.125
bottom,2,174,7,18560,-2.53,-158.125
bottom,2,174,8,19288,-2.53,-158.125
bottom,2,174,9,20016,-2.53,-158.125
bottom,2,174,10,20744,-2.53,-158.125
bottom,2,174,11,21472,-2.53,-158.125
bottom,2,174,12,22200,-2.53,-158.125
bottom,2,174,13,22928,-2.53,-158.125
bottom,2,174,14,23656,-2.53,-158.125
bottom,2,174,15,24384,-2.53,-158.125
bottom,2,174,16,25112,-2.53,-158.125
bottom,1,175,1,175,-2.53,-158.125
bottom,1,175,2,903,-2.53,-158.125
bottom,1,175,3,1631,-2.53,-158.125
bottom,1,175,4,2359,-2.53,-158.125
bottom,1,175,5,3087,-2.53,-158.125
bottom,1,175,6,3815,-2.53,-158.125
bottom,1,175,7,4543,-2.53,-158.125
bottom,1,175,8,5271,-2.53,-158.125
bottom,1,175,9,5999,-2.53,-158.125
bottom,1,175,10,6727,-2.53,-158.125
bottom,1,175,11,7455,-2.53,-158.125
bottom,1,175,12,8183,-2.53,-158.125
bottom,1,175,13,8911,-2.53,-158.125
bottom,1,175,14,9639,-2.53,-158.125
bottom,1,175,15,10367,-2.53,-158.125
bottom,1,175,16,11095,-2.53,-158.125
bottom,2,175,1,14193,-2.53,-158.125
bottom,2,175,2,14921,-2.53,-158.125
bottom,2,175,3,15649,-2.53,-158.125
bottom,2,175,4,16377,-2.53,-158.125
bottom,2,175,5,17105,-2.53,-158.125
bottom,2,175,6,17833,-2.53,-158.125
bottom,2,175,7,18561,-2.53,-158.125
bottom,2,175,8,19289,-2.53,-158.125
bottom,2,175,9,20017,-2.53,-158.125
bottom,2,175,10,20745,-2.53,-158.125
bottom,2,175,11,21473,-2.53,-158.125
bottom,2,175,12,22201,-2.53,-158.125
bottom,2,175,13,22929,-2.53,-158.125
bottom,2,175,14,23657,-2.53,-158.125
bottom,2,175,15,24385,-2.53,-158.125
bottom,2,175,16,25113,-2.53,-158.125
bottom,1,176,1,176,-2.53,-158.125
bottom,1,176,2,904,-2.53,-158.125
bottom,1,176,3,1632,-2.53,-158.125
bottom,1,176,4,2360,-2.53,-158.125
bottom,1,176,5,3088,-2.53,-158.125
bottom,1,176,6,3816,-2.53,-158.125
bottom,1,176,7,4544,-2.53,-158.125
bottom,1,176,8,5272,-2.53,-158.125
bottom,1,176,9,6000,-2.53,-158.125
bottom,1,176,10,6728,-2.53,-158.125
bottom,1,176,11,7456,-2.53,-158.125
bottom,1,176,12,8184,-2.53,-158.125
bottom,1,176,13,8912,-2.53,-158.125
bottom,1,176,14,9640,-2.53,-158.125
bottom,1,176,15,10368,-2.53,-158.125
bottom,1,176,16,11096,-2.53,-158.125
bottom,2,176,1,14194,-2.53,-158.125
bottom,2,176,2,14922,-2.53,-158.125
bottom,2,176,3,15650,-2.53,-158.125
bottom,2,176,4,16378,-2.53,-158.125
bottom,2,176,5,17106,-2.53,-158.125
bottom,2,176,6,17834,-2.53,-158.125
bottom,2,176,7,18562,-2.53,-158.125
bottom,2,176,8,19290,-2.53,-158.125
bottom,2,176,9,20018,-2.53,-158.125
bottom,2,176,10,20746,-2.53,-158.125
bottom,2,176,11,21474,-2.53,-158.125
bottom,2,176,12,22202,-2.53,-158.125
bottom,2,176,13,22930,-2.53,-158.125
bottom,2,176,14,23658,-2.53,-158.125
bottom,2,176,15,24386,-2.53,-158.125
bottom,2,176,16,25114,-2.53,-158.125
bottom,1,177,1,177,-2.53,-158.125
bottom,1,177,2,905,-2.53,-158.125
bottom,1,177,3,1633,-2.53,-158.125
bottom,1,177,4,2361,-2.53,-158.125
bottom,1,177,5,3089,-2.53,-158.125
bottom,1,177,6,3817,-2.53,-158.125
bottom,1,177,7,4545,-2.53,-158.125
bottom,1,177,8,5273,-2.53,-158.125
bottom,1,177,9,6001,-2.53,-158.125
bottom,1,177,10,6729,-2.53,-158.125
bottom,1,177,11,7457,-2.53,-158.125
bottom,1,177,12,8185,-2.53,-158.125
bottom,1,177,13,8913,-2.53,-158.125
bottom,1,177,14,9641,-2.53,-158.125
bottom,1,177,15,10369,-2.53,-158.125
bottom,1,177,16,11097,-2.53,-158.125
bottom,2,177,1,14195,-2.53,-158.125
bottom,2,177,2,14923,-2.53,-158.125
bottom,2,177,3,15651,-2.53,-158.125
bottom,2,177,4,16379,-2.53,-158.125
bottom,2,177,5,17107,-2.53,-158.125
bottom,2,177,6,17835,-2.53,-158.125
bottom,2,177,7,18563,-2.53,-158.125
bottom,2,177,8,19291,-2.53,-158.125
bottom,2,177,9,20019,-2.53,-158.125
bottom,2,177,10,20747,-2.53,-158.125
bottom,2,177,11,21475,-2.53,-158.125
bottom,2,177,12,22203,-2.53,-158.125
bottom,2,177,13,22931,-2.53,-158.125
bottom,2,177,14,23659,-2.53,-158.125
bottom,2,177,15,24387,-2.53,-158.125
bottom,2,177,16,25115,-2.53,-158.125
bottom,1,178,1,178,-2.53,-158.125
bottom,1,178,2,906,-2.53,-158.125
bottom,1,178,3,1634,-2.53,-158.125
bottom,1,178,4,2362,-2.53,-158.125
bottom,1,178,5,3090,-2.53,-158.125
bottom,1,178,6,3818,-2.53,-158.125
bottom,1,178,7,4546,-2.53,-158.125
bottom,1,178,8,5274,-2.53,-158.125
bottom,1,178,9,6002,-2.53,-158.125
bottom,1,178,10,6730,-2.53,-158.125
bottom,1,178,11,7458,-2.53,-158.125
bottom,1,178,12,8186,-2.53,-158.125
bottom,1,178,13,8914,-2.53,-158.125
bottom,1,178,14,9642,-2.53,-158.125
bottom,1,178,15,10370,-2.53,-158.125
bottom,1,178,16,11098,-2.53,-158.125
bottom,2,178,1,14196,-2.53,-158.125
bottom,2,178,2,14924,-2.53,-158.125
bottom,2,178,3,15652,-2.53,-158.125
bottom,2,178,4,16380,-2.53,-158.125
bottom,2,178,5,17108,-2.53,-158.125
bottom,2,178,6,17836,-2.53,-158.125
bottom,2,178,7,18564,-2.53,-158.125
bottom,2,178,8,19292,-2.53,-158.125
bottom,2,178,9,20020,-2.53,-158.125
bottom,2,178,10,20748,-2.53,-158.125
bottom,2,178,11,21476,-2.53,-158.125
bottom,2,178,12,22204,-2.53,-158.125
bottom,2,178,13,22932,-2.53,-158.125
bottom,2,178,14,23660,-2.53,-158.125
bottom,2,178,15,24388,-2.53,-158.125
bottom,2,178,16,25116,-2.53,-158.125
bottom,1,179,1,179,-2.53,-158.125
bottom,1,179,2,907,-2.53,-158.125
bottom,1,179,3,1635,-2.53,-158.125
bottom,1,179,4,2363,-2.53,-158.125
bottom,1,179,5,3091,-2.53,-158.125
bottom,1,179,6,3819,-2.53,-158.125
bottom,1,179,7,4547,-2.53,-158.125
bottom,1,179,8,5275,-2.53,-158.125
bottom,1,179,9,6003,-2.53,-158.125
bottom,1,179,10,6731,-2.53,-158.125
bottom,1,179,11,7459,-2.53,-158.125
bottom,1,179,12,8187,-2.53,-158.125
bottom,1,179,13,8915,-2.53,-158.125
bottom,1,179,14,9643,-2.53,-158.125
bottom,1,179,15,10371,-2.53,-158.125
bottom,1,179,16,11099,-2.53,-158.125
bottom,2,179,1,14197,-2.53,-158.125
bottom,2,179,2,14925,-2.53,-158.125
bottom,2,179,3,15653,-2.53,-158.125
bottom,2,179,4,16381,-2.53,-158.125
bottom,2,179,5,17109,-2.53,-158.125
bottom,2,179,6,17837,-2.53,-158.125
bottom,2,179,7,18565,-2.53,-158.125
bottom,2,179,8,19293,-2.53,-158.125
bottom,2,179,9,20021,-2.53,-158.125
bottom,2,179,10,20749,-2.53,-158.125
bottom,2,179,11,21477,-2.53,-158.125
bottom,2,179,12,22205,-2.53,-158.125
bottom,2,179,13,22933,-2.53,-158.125
bottom,2,179,14,23661,-2.53,-158.125
bottom,2,179,15,24389,-2.53,-158.125
bottom,2,179,16,25117,-2.53,-158.125
bottom,1,180,1,180,-70.12,-4382.5
bottom,1,180,2,908,-70.12,-4382.5
bottom,1,180,3,1636,-70.12,-4382.5
bottom,1,180,4,2364,-70.12,-4382.5
bottom,1,180,5,3092,-70.12,-4382.5
bottom,1,180,6,3820,-70.12,-4382.5
bottom,1,180,7,4548,-70.12,-4382.5
bottom,1,180,8,5276,-70.12,-4382.5
bottom,1,180,9,6004,-70.12,-4382.5
bottom,1,180,10,6732,-70.12,-4382.5
bottom,1,180,11,7460,-70.12,-4382.5
bottom,1,180,12,8188,-70.12,-4382.5
bottom,1,180,13,8916,-70.12,-4382.5
bottom,1,180,14,9644,-70.12,-4382.5
bottom,1,180,15,10372,-70.12,-4382.5
bottom,1,180,16,11100,-70.12,-4382.5
bottom,2,180,1,14198,-70.12,-4382.5
bottom,2,180,2,14926,-70.12,-4382.5
bottom,2,180,3,15654,-70.12,-4382.5
bottom,2,180,4,16382,-70.12,-4382.5
bottom,2,180,5,17110,-70.12,-4382.5
bottom,2,180,6,17838,-70.12,-4382.5
bottom,2,180,7,18566,-70.12,-4382.5
bottom,2,180,8,19294,-70.12,-4382.5
bottom,2,180,9,20022,-70.12,-4382.5
bottom,2,180,10,20750,-70.12,-4382.5
bottom,2,180,11,21478,-70.12,-4382.5
bottom,2,180,12,22206,-70.12,-4382.5
bottom,2,180,13,22934,-70.12,-4382.5
bottom,2,180,14,23662,-70.12,-4382.5
bottom,2,180,15,24390,-70.12,-4382.5
bottom,2,180,16,25118,-70.12,-4382.5
bottom,1,181,1,181,-2.53,-158.125
bottom,1,181,2,909,-2.53,-158.125
bottom,1,181,3,1637,-2.53,-158.125
bottom,1,181,4,2365,-2.53,-158.125
bottom,1,181,5,3093,-2.53,-158.125
bottom,1,181,6,3821,-2.53,-158.125
bottom,1,181,7,4549,-2.53,-158.125
bottom,1,181,8,5277,-2.53,-158.125
bottom,1,181,9,6005,-2.53,-158.125
bottom,1,181,10,6733,-2.53,-158.125
bottom,1,181,11,7461,-2.53,-158.125
bottom,1,181,12,8189,-2.53,-158.125
bottom,1,181,13,8917,-2.53,-158.125
bottom,1,181,14,9645,-2.53,-158.125
bottom,1,181,15,10373,-2.53,-158.125
bottom,1,181,16,11101,-2.53,-158.125
bottom,2,181,1,14199,-2.53,-158.125
bottom,2,181,2,14927,-2.53,-158.125
bottom,2,181,3,15655,-2.53,-158.125
bottom,2,181,4,16383,-2.53,-158.125
bottom,2,181,5,17111,-2.53,-158.125
bottom,2,181,6,17839,-2.53,-158.125
bottom,2,181,7,18567,-2.53,-158.125
bottom,2,181,8,19295,-2.53,-158.125
bottom,2,181,9,20023,-2.53,-158.125
bottom,2,181,10,20751,-2.53,-158.125
bottom,2,181,11,21479,-2.53,-158.125
bottom,2,181,12,22207,-2.53,-158.125
bottom,2,181,13,22935,-2.53,-158.125
bottom,2,181,14,23663,-2.53,-158.125
bottom,2,181,15,24391,-2.53,-158.125
bottom,2,181,16,25119,-2.53,-158.125
bottom,1,182,1,182,-2.53,-158.125
bottom,1,182,2,910,-2.53,-158.125
bottom,1,182,3,1638,-2.53,-158.125
bottom,1,182,4,2366,-2.53,-158.125
bottom,1,182,5,3094,-2.53,-158.125
bottom,1,182,6,3822,-2.53,-158.125
bottom,1,182,7,4550,-2.53,-158.125
bottom,1,182,8,5278,-2.53,-158.125
bottom,1,182,9,6006,-2.53,-158.125
bottom,1,182,10,6734,-2.53,-158.125
bottom,1,182,11,7462,-2.53,-158.125
bottom,1,182,12,8190,-2.53,-158.125
bottom,1,182,13,8918,-2.53,-158.125
