conn_id,source_file,source_line,original_command,master_node,slave_node,dof_label,system,assembly_name,reason,aux_node,rigid_element,joint_element,implementation,penalty_n_per_mm
C10-CONN-02662,apply_finite_gates_and_passages_v2.inp,52448,"CERIG,2006536,17960,UXYZ",2006536,17960,UXYZ,gate,CW2_GATE_32,梁轴 master -> CW2_BOTTOM_PHI50_06 原索 slave；保留截面刚体转动,2031876,2022590,2022591,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02663,apply_finite_gates_and_passages_v2.inp,52449,"CERIG,2006537,18688,UXYZ",2006537,18688,UXYZ,gate,CW2_GATE_32,梁轴 master -> CW2_BOTTOM_PHI50_07 原索 slave；保留截面刚体转动,2031877,2022592,2022593,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02664,apply_finite_gates_and_passages_v2.inp,52450,"CERIG,2006538,19416,UXYZ",2006538,19416,UXYZ,gate,CW2_GATE_32,梁轴 master -> CW2_BOTTOM_PHI50_08 原索 slave；保留截面刚体转动,2031878,2022594,2022595,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02665,apply_finite_gates_and_passages_v2.inp,52451,"CERIG,2006539,20144,UXYZ",2006539,20144,UXYZ,gate,CW2_GATE_32,梁轴 master -> CW2_BOTTOM_PHI50_09 原索 slave；保留截面刚体转动,2031879,2022596,2022597,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02666,apply_finite_gates_and_passages_v2.inp,52452,"CERIG,2006540,20872,UXYZ",2006540,20872,UXYZ,gate,CW2_GATE_32,梁轴 master -> CW2_BOTTOM_PHI50_10 原索 slave；保留截面刚体转动,2031880,2022598,2022599,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02667,apply_finite_gates_and_passages_v2.inp,52453,"CERIG,2006541,21600,UXYZ",2006541,21600,UXYZ,gate,CW2_GATE_32,梁轴 master -> CW2_BOTTOM_PHI50_11 原索 slave；保留截面刚体转动,2031881,2022600,2022601,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02668,apply_finite_gates_and_passages_v2.inp,52454,"CERIG,2006542,22328,UXYZ",2006542,22328,UXYZ,gate,CW2_GATE_32,梁轴 master -> CW2_BOTTOM_PHI50_12 原索 slave；保留截面刚体转动,2031882,2022602,2022603,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02669,apply_finite_gates_and_passages_v2.inp,52455,"CERIG,2006543,23056,UXYZ",2006543,23056,UXYZ,gate,CW2_GATE_32,梁轴 master -> CW2_BOTTOM_PHI50_13 原索 slave；保留截面刚体转动,2031883,2022604,2022605,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02670,apply_finite_gates_and_passages_v2.inp,52456,"CERIG,2006544,23784,UXYZ",2006544,23784,UXYZ,gate,CW2_GATE_32,梁轴 master -> CW2_BOTTOM_PHI50_14 原索 slave；保留截面刚体转动,2031884,2022606,2022607,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02671,apply_finite_gates_and_passages_v2.inp,52457,"CERIG,2006545,24512,UXYZ",2006545,24512,UXYZ,gate,CW2_GATE_32,梁轴 master -> CW2_BOTTOM_PHI50_15 原索 slave；保留截面刚体转动,2031885,2022608,2022609,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02672,apply_finite_gates_and_passages_v2.inp,52458,"CERIG,2006546,25240,UXYZ",2006546,25240,UXYZ,gate,CW2_GATE_32,梁轴 master -> CW2_BOTTOM_PHI50_16 原索 slave；保留截面刚体转动,2031886,2022610,2022611,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02673,apply_finite_gates_and_passages_v2.inp,52459,"CERIG,2006570,25839,UXYZ",2006570,25839,UXYZ,gate,CW2_GATE_32,梁轴 master -> CW2_GANTRY_PHI54_01 原索 slave；保留截面刚体转动,2031887,2022612,2022613,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02674,apply_finite_gates_and_passages_v2.inp,52460,"CERIG,2006571,26234,UXYZ",2006571,26234,UXYZ,gate,CW2_GATE_32,梁轴 master -> CW2_GANTRY_PHI54_02 原索 slave；保留截面刚体转动,2031888,2022614,2022615,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02675,apply_finite_gates_and_passages_v2.inp,52461,"CERIG,2006572,26629,UXYZ",2006572,26629,UXYZ,gate,CW2_GATE_32,梁轴 master -> CW2_GANTRY_PHI54_03 原索 slave；保留截面刚体转动,2031889,2022616,2022617,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02676,apply_finite_gates_and_passages_v2.inp,52462,"CERIG,2006573,27024,UXYZ",2006573,27024,UXYZ,gate,CW2_GATE_32,梁轴 master -> CW2_GANTRY_PHI54_04 原索 slave；保留截面刚体转动,2031890,2022618,2022619,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02677,apply_finite_gates_and_passages_v2.inp,52463,"CERIG,2006574,27419,UXYZ",2006574,27419,UXYZ,gate,CW2_GATE_32,梁轴 master -> CW2_GANTRY_PHI54_05 原索 slave；保留截面刚体转动,2031891,2022620,2022621,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02678,apply_finite_gates_and_passages_v2.inp,52464,"CERIG,2006575,27814,UXYZ",2006575,27814,UXYZ,gate,CW2_GATE_32,梁轴 master -> CW2_GANTRY_PHI54_06 原索 slave；保留截面刚体转动,2031892,2022622,2022623,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02679,apply_finite_gates_and_passages_v2.inp,52465,"CERIG,2006594,2006651,ALL",2006594,2006651,ALL,gate,CW2_GATE_33,left_post 下端焊接中心线偏置：平动+转动,,2022624,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-02680,apply_finite_gates_and_passages_v2.inp,52466,"CERIG,2006633,2006652,ALL",2006633,2006652,ALL,gate,CW2_GATE_33,left_post 上端焊接中心线偏置：平动+转动,,2022625,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-02681,apply_finite_gates_and_passages_v2.inp,52467,"CERIG,2006611,2006654,ALL",2006611,2006654,ALL,gate,CW2_GATE_33,right_post 下端焊接中心线偏置：平动+转动,,2022626,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-02682,apply_finite_gates_and_passages_v2.inp,52468,"CERIG,2006640,2006655,ALL",2006640,2006655,ALL,gate,CW2_GATE_33,right_post 上端焊接中心线偏置：平动+转动,,2022627,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-02683,apply_finite_gates_and_passages_v2.inp,52469,"CERIG,2006595,14326,UXYZ",2006595,14326,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_BOTTOM_PHI50_01 原索 slave；保留截面刚体转动,2031893,2022628,2022629,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02684,apply_finite_gates_and_passages_v2.inp,52470,"CERIG,2006596,15054,UXYZ",2006596,15054,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_BOTTOM_PHI50_02 原索 slave；保留截面刚体转动,2031894,2022630,2022631,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02685,apply_finite_gates_and_passages_v2.inp,52471,"CERIG,2006597,15782,UXYZ",2006597,15782,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_BOTTOM_PHI50_03 原索 slave；保留截面刚体转动,2031895,2022632,2022633,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02686,apply_finite_gates_and_passages_v2.inp,52472,"CERIG,2006598,16510,UXYZ",2006598,16510,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_BOTTOM_PHI50_04 原索 slave；保留截面刚体转动,2031896,2022634,2022635,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02687,apply_finite_gates_and_passages_v2.inp,52473,"CERIG,2006599,17238,UXYZ",2006599,17238,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_BOTTOM_PHI50_05 原索 slave；保留截面刚体转动,2031897,2022636,2022637,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02688,apply_finite_gates_and_passages_v2.inp,52474,"CERIG,2006600,17966,UXYZ",2006600,17966,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_BOTTOM_PHI50_06 原索 slave；保留截面刚体转动,2031898,2022638,2022639,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02689,apply_finite_gates_and_passages_v2.inp,52475,"CERIG,2006601,18694,UXYZ",2006601,18694,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_BOTTOM_PHI50_07 原索 slave；保留截面刚体转动,2031899,2022640,2022641,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02690,apply_finite_gates_and_passages_v2.inp,52476,"CERIG,2006602,19422,UXYZ",2006602,19422,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_BOTTOM_PHI50_08 原索 slave；保留截面刚体转动,2031900,2022642,2022643,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02691,apply_finite_gates_and_passages_v2.inp,52477,"CERIG,2006603,20150,UXYZ",2006603,20150,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_BOTTOM_PHI50_09 原索 slave；保留截面刚体转动,2031901,2022644,2022645,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02692,apply_finite_gates_and_passages_v2.inp,52478,"CERIG,2006604,20878,UXYZ",2006604,20878,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_BOTTOM_PHI50_10 原索 slave；保留截面刚体转动,2031902,2022646,2022647,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02693,apply_finite_gates_and_passages_v2.inp,52479,"CERIG,2006605,21606,UXYZ",2006605,21606,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_BOTTOM_PHI50_11 原索 slave；保留截面刚体转动,2031903,2022648,2022649,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02694,apply_finite_gates_and_passages_v2.inp,52480,"CERIG,2006606,22334,UXYZ",2006606,22334,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_BOTTOM_PHI50_12 原索 slave；保留截面刚体转动,2031904,2022650,2022651,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02695,apply_finite_gates_and_passages_v2.inp,52481,"CERIG,2006607,23062,UXYZ",2006607,23062,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_BOTTOM_PHI50_13 原索 slave；保留截面刚体转动,2031905,2022652,2022653,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02696,apply_finite_gates_and_passages_v2.inp,52482,"CERIG,2006608,23790,UXYZ",2006608,23790,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_BOTTOM_PHI50_14 原索 slave；保留截面刚体转动,2031906,2022654,2022655,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02697,apply_finite_gates_and_passages_v2.inp,52483,"CERIG,2006609,24518,UXYZ",2006609,24518,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_BOTTOM_PHI50_15 原索 slave；保留截面刚体转动,2031907,2022656,2022657,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02698,apply_finite_gates_and_passages_v2.inp,52484,"CERIG,2006610,25246,UXYZ",2006610,25246,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_BOTTOM_PHI50_16 原索 slave；保留截面刚体转动,2031908,2022658,2022659,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02699,apply_finite_gates_and_passages_v2.inp,52485,"CERIG,2006634,25844,UXYZ",2006634,25844,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_GANTRY_PHI54_01 原索 slave；保留截面刚体转动,2031909,2022660,2022661,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02700,apply_finite_gates_and_passages_v2.inp,52486,"CERIG,2006635,26239,UXYZ",2006635,26239,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_GANTRY_PHI54_02 原索 slave；保留截面刚体转动,2031910,2022662,2022663,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02701,apply_finite_gates_and_passages_v2.inp,52487,"CERIG,2006636,26634,UXYZ",2006636,26634,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_GANTRY_PHI54_03 原索 slave；保留截面刚体转动,2031911,2022664,2022665,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02702,apply_finite_gates_and_passages_v2.inp,52488,"CERIG,2006637,27029,UXYZ",2006637,27029,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_GANTRY_PHI54_04 原索 slave；保留截面刚体转动,2031912,2022666,2022667,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02703,apply_finite_gates_and_passages_v2.inp,52489,"CERIG,2006638,27424,UXYZ",2006638,27424,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_GANTRY_PHI54_05 原索 slave；保留截面刚体转动,2031913,2022668,2022669,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02704,apply_finite_gates_and_passages_v2.inp,52490,"CERIG,2006639,27819,UXYZ",2006639,27819,UXYZ,gate,CW2_GATE_33,梁轴 master -> CW2_GANTRY_PHI54_06 原索 slave；保留截面刚体转动,2031914,2022670,2022671,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02705,apply_finite_gates_and_passages_v2.inp,52491,"CERIG,2006658,2006715,ALL",2006658,2006715,ALL,gate,CW2_GATE_34,left_post 下端焊接中心线偏置：平动+转动,,2022672,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-02706,apply_finite_gates_and_passages_v2.inp,52492,"CERIG,2006697,2006716,ALL",2006697,2006716,ALL,gate,CW2_GATE_34,left_post 上端焊接中心线偏置：平动+转动,,2022673,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-02707,apply_finite_gates_and_passages_v2.inp,52493,"CERIG,2006675,2006718,ALL",2006675,2006718,ALL,gate,CW2_GATE_34,right_post 下端焊接中心线偏置：平动+转动,,2022674,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-02708,apply_finite_gates_and_passages_v2.inp,52494,"CERIG,2006704,2006719,ALL",2006704,2006719,ALL,gate,CW2_GATE_34,right_post 上端焊接中心线偏置：平动+转动,,2022675,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-02709,apply_finite_gates_and_passages_v2.inp,52495,"CERIG,2006659,14333,UXYZ",2006659,14333,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_BOTTOM_PHI50_01 原索 slave；保留截面刚体转动,2031915,2022676,2022677,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02710,apply_finite_gates_and_passages_v2.inp,52496,"CERIG,2006660,15061,UXYZ",2006660,15061,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_BOTTOM_PHI50_02 原索 slave；保留截面刚体转动,2031916,2022678,2022679,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02711,apply_finite_gates_and_passages_v2.inp,52497,"CERIG,2006661,15789,UXYZ",2006661,15789,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_BOTTOM_PHI50_03 原索 slave；保留截面刚体转动,2031917,2022680,2022681,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02712,apply_finite_gates_and_passages_v2.inp,52498,"CERIG,2006662,16517,UXYZ",2006662,16517,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_BOTTOM_PHI50_04 原索 slave；保留截面刚体转动,2031918,2022682,2022683,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02713,apply_finite_gates_and_passages_v2.inp,52499,"CERIG,2006663,17245,UXYZ",2006663,17245,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_BOTTOM_PHI50_05 原索 slave；保留截面刚体转动,2031919,2022684,2022685,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02714,apply_finite_gates_and_passages_v2.inp,52500,"CERIG,2006664,17973,UXYZ",2006664,17973,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_BOTTOM_PHI50_06 原索 slave；保留截面刚体转动,2031920,2022686,2022687,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02715,apply_finite_gates_and_passages_v2.inp,52501,"CERIG,2006665,18701,UXYZ",2006665,18701,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_BOTTOM_PHI50_07 原索 slave；保留截面刚体转动,2031921,2022688,2022689,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02716,apply_finite_gates_and_passages_v2.inp,52502,"CERIG,2006666,19429,UXYZ",2006666,19429,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_BOTTOM_PHI50_08 原索 slave；保留截面刚体转动,2031922,2022690,2022691,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02717,apply_finite_gates_and_passages_v2.inp,52503,"CERIG,2006667,20157,UXYZ",2006667,20157,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_BOTTOM_PHI50_09 原索 slave；保留截面刚体转动,2031923,2022692,2022693,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02718,apply_finite_gates_and_passages_v2.inp,52504,"CERIG,2006668,20885,UXYZ",2006668,20885,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_BOTTOM_PHI50_10 原索 slave；保留截面刚体转动,2031924,2022694,2022695,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02719,apply_finite_gates_and_passages_v2.inp,52505,"CERIG,2006669,21613,UXYZ",2006669,21613,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_BOTTOM_PHI50_11 原索 slave；保留截面刚体转动,2031925,2022696,2022697,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02720,apply_finite_gates_and_passages_v2.inp,52506,"CERIG,2006670,22341,UXYZ",2006670,22341,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_BOTTOM_PHI50_12 原索 slave；保留截面刚体转动,2031926,2022698,2022699,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02721,apply_finite_gates_and_passages_v2.inp,52507,"CERIG,2006671,23069,UXYZ",2006671,23069,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_BOTTOM_PHI50_13 原索 slave；保留截面刚体转动,2031927,2022700,2022701,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02722,apply_finite_gates_and_passages_v2.inp,52508,"CERIG,2006672,23797,UXYZ",2006672,23797,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_BOTTOM_PHI50_14 原索 slave；保留截面刚体转动,2031928,2022702,2022703,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02723,apply_finite_gates_and_passages_v2.inp,52509,"CERIG,2006673,24525,UXYZ",2006673,24525,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_BOTTOM_PHI50_15 原索 slave；保留截面刚体转动,2031929,2022704,2022705,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02724,apply_finite_gates_and_passages_v2.inp,52510,"CERIG,2006674,25253,UXYZ",2006674,25253,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_BOTTOM_PHI50_16 原索 slave；保留截面刚体转动,2031930,2022706,2022707,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02725,apply_finite_gates_and_passages_v2.inp,52511,"CERIG,2006698,25849,UXYZ",2006698,25849,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_GANTRY_PHI54_01 原索 slave；保留截面刚体转动,2031931,2022708,2022709,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02726,apply_finite_gates_and_passages_v2.inp,52512,"CERIG,2006699,26244,UXYZ",2006699,26244,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_GANTRY_PHI54_02 原索 slave；保留截面刚体转动,2031932,2022710,2022711,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02727,apply_finite_gates_and_passages_v2.inp,52513,"CERIG,2006700,26639,UXYZ",2006700,26639,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_GANTRY_PHI54_03 原索 slave；保留截面刚体转动,2031933,2022712,2022713,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02728,apply_finite_gates_and_passages_v2.inp,52514,"CERIG,2006701,27034,UXYZ",2006701,27034,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_GANTRY_PHI54_04 原索 slave；保留截面刚体转动,2031934,2022714,2022715,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02729,apply_finite_gates_and_passages_v2.inp,52515,"CERIG,2006702,27429,UXYZ",2006702,27429,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_GANTRY_PHI54_05 原索 slave；保留截面刚体转动,2031935,2022716,2022717,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02730,apply_finite_gates_and_passages_v2.inp,52516,"CERIG,2006703,27824,UXYZ",2006703,27824,UXYZ,gate,CW2_GATE_34,梁轴 master -> CW2_GANTRY_PHI54_06 原索 slave；保留截面刚体转动,2031936,2022718,2022719,MPC184_TYPE72_OFFSET_RIGID_BEAM_PLUS_TYPE73_COINCIDENT_UXYZ_PENALTY_JOINT,50000000000
C10-CONN-02731,apply_finite_gates_and_passages_v2.inp,52517,"CERIG,2006722,2006779,ALL",2006722,2006779,ALL,gate,CW2_GATE_35,left_post 下端焊接中心线偏置：平动+转动,,2022720,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-02732,apply_finite_gates_and_passages_v2.inp,52518,"CERIG,2006761,2006780,ALL",2006761,2006780,ALL,gate,CW2_GATE_35,left_post 上端焊接中心线偏置：平动+转动,,2022721,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-02733,apply_finite_gates_and_passages_v2.inp,52519,"CERIG,2006739,2006782,ALL",2006739,2006782,ALL,gate,CW2_GATE_35,right_post 下端焊接中心线偏置：平动+转动,,2022722,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
C10-CONN-02734,apply_finite_gates_and_passages_v2.inp,52520,"CERIG,2006768,2006783,ALL",2006768,2006783,ALL,gate,CW2_GATE_35,right_post 上端焊接中心线偏置：平动+转动,,2022723,,MPC184_TYPE72_DIRECT_ELIMINATION_RIGID_BEAM,
