passage_index,passage_id,span,gate_index,catwalk,subsystem,mct_node,rope_index,ansys_node,mass21_element_id,component_id,component_name,component_quantity_at_station,component_weight_kn_per_catwalk_station,distribution_node_count,component_weight_kn_at_node,component_mass_tonne_at_node,allocation_note
1,H01,north_side,3,1,gate,1018,4,12851,511303,guide_roller,门架导轮组,1,9.196,6,1.5326666666666666,0.15629886464069617,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,1,gate,1018,5,13246,511374,cross_passage_tri_gate,横通道三角门架,1,12.36,6,2.06,0.21007546400163168,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,1,gate,1018,5,13246,511374,guide_roller,门架导轮组,1,9.196,6,1.5326666666666666,0.15629886464069617,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,1,gate,1018,6,13641,511445,cross_passage_tri_gate,横通道三角门架,1,12.36,6,2.06,0.21007546400163168,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,1,gate,1018,6,13641,511445,guide_roller,门架导轮组,1,9.196,6,1.5326666666666666,0.15629886464069617,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,1,14060,511548,cross_passage_half,横向通道（每幅计1/2）,1,49.69,16,3.105625,0.3167066081990618,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,1,14060,511548,main_cable_restrainer,主缆抑位器,1,14.72,16,0.92,0.09382011013665104,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,1,14060,511548,gate_bottom_beam,猫道门架下横梁,1,3.18,16,0.19875,0.020268203140934124,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,1,14060,511548,pws_roller,PWS滚筒组,1,1.21,16,0.075625,0.007712115031613298,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,1,14060,511548,large_crossbeam,大横梁,1,1.32,16,0.0825,0.0084132163981236,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,2,14788,512241,cross_passage_half,横向通道（每幅计1/2）,1,49.69,16,3.105625,0.3167066081990618,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,2,14788,512241,main_cable_restrainer,主缆抑位器,1,14.72,16,0.92,0.09382011013665104,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,2,14788,512241,gate_bottom_beam,猫道门架下横梁,1,3.18,16,0.19875,0.020268203140934124,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,2,14788,512241,pws_roller,PWS滚筒组,1,1.21,16,0.075625,0.007712115031613298,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,2,14788,512241,large_crossbeam,大横梁,1,1.32,16,0.0825,0.0084132163981236,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,3,15516,512934,cross_passage_half,横向通道（每幅计1/2）,1,49.69,16,3.105625,0.3167066081990618,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,3,15516,512934,main_cable_restrainer,主缆抑位器,1,14.72,16,0.92,0.09382011013665104,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,3,15516,512934,gate_bottom_beam,猫道门架下横梁,1,3.18,16,0.19875,0.020268203140934124,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,3,15516,512934,pws_roller,PWS滚筒组,1,1.21,16,0.075625,0.007712115031613298,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,3,15516,512934,large_crossbeam,大横梁,1,1.32,16,0.0825,0.0084132163981236,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,4,16244,513627,cross_passage_half,横向通道（每幅计1/2）,1,49.69,16,3.105625,0.3167066081990618,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,4,16244,513627,main_cable_restrainer,主缆抑位器,1,14.72,16,0.92,0.09382011013665104,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,4,16244,513627,gate_bottom_beam,猫道门架下横梁,1,3.18,16,0.19875,0.020268203140934124,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,4,16244,513627,pws_roller,PWS滚筒组,1,1.21,16,0.075625,0.007712115031613298,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,4,16244,513627,large_crossbeam,大横梁,1,1.32,16,0.0825,0.0084132163981236,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,5,16972,514320,cross_passage_half,横向通道（每幅计1/2）,1,49.69,16,3.105625,0.3167066081990618,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,5,16972,514320,main_cable_restrainer,主缆抑位器,1,14.72,16,0.92,0.09382011013665104,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
1,H01,north_side,3,2,bottom,42,5,16972,514320,gate_bottom_beam,猫道门架下横梁,1,3.18,16,0.19875,0.020268203140934124,当前MASS21只保存组合质量；本行是按权威分项/物理索数等分得到的可迁移份额，不是现有独立MASS21单元。
