apdl_elem_id,n1,n2,orientation_node,system,assembly_name,member,section_key,material_id,section_id,length_mm,area_mm2,volume_mm3,iyy_mm4,izz_mm4,shear_correction_xz,shear_correction_xy,source_member_id
2000031,2000087,2000088,2000107,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_02:bottom_beam:segment_01
2000032,2000088,2000089,2000108,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_02:bottom_beam:segment_02
2000033,2000089,2000090,2000109,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_02:bottom_beam:segment_03
2000034,2000090,2000091,2000110,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_02:bottom_beam:segment_04
2000035,2000091,2000092,2000111,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_02:bottom_beam:segment_05
2000036,2000092,2000093,2000112,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_02:bottom_beam:segment_06
2000037,2000093,2000094,2000113,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_02:bottom_beam:segment_07
2000038,2000094,2000095,2000114,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_02:bottom_beam:segment_08
2000039,2000095,2000096,2000115,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_02:bottom_beam:segment_09
2000040,2000096,2000097,2000116,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,1700.000000000000,4997.500000000000,8495750.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_02:bottom_beam:segment_10
2000041,2000097,2000098,2000117,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_02:bottom_beam:segment_11
2000042,2000098,2000099,2000118,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_02:bottom_beam:segment_12
2000043,2000099,2000100,2000119,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_02:bottom_beam:segment_13
2000044,2000100,2000101,2000120,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_02:bottom_beam:segment_14
2000045,2000101,2000102,2000121,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_02:bottom_beam:segment_15
2000046,2000102,2000103,2000122,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_02:bottom_beam:segment_16
2000047,2000103,2000104,2000123,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_02:bottom_beam:segment_17
2000048,2000104,2000105,2000124,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_02:bottom_beam:segment_18
2000049,2000105,2000106,2000125,gate,CW1_GATE_02,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_02:bottom_beam:segment_19
2000050,2000126,2000127,2000136,gate,CW1_GATE_02,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_02:top_beam:segment_01
2000051,2000127,2000128,2000137,gate,CW1_GATE_02,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_02:top_beam:segment_02
2000052,2000128,2000129,2000138,gate,CW1_GATE_02,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_02:top_beam:segment_03
2000053,2000129,2000130,2000139,gate,CW1_GATE_02,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_02:top_beam:segment_04
2000054,2000130,2000131,2000140,gate,CW1_GATE_02,top_beam,gate_top_post,62,62,3380.000000000000,2496.000000000000,8436480.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_02:top_beam:segment_05
2000055,2000131,2000132,2000141,gate,CW1_GATE_02,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_02:top_beam:segment_06
2000056,2000132,2000133,2000142,gate,CW1_GATE_02,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_02:top_beam:segment_07
2000057,2000133,2000134,2000143,gate,CW1_GATE_02,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_02:top_beam:segment_08
2000058,2000134,2000135,2000144,gate,CW1_GATE_02,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_02:top_beam:segment_09
2000059,2000145,2000146,2000147,gate,CW1_GATE_02,left_post,gate_top_post,62,62,8705.376619970601,2496.000000000000,21728620.043446619064,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_02:left_post
2000060,2000148,2000149,2000150,gate,CW1_GATE_02,right_post,gate_top_post,62,62,8705.376619970601,2496.000000000000,21728620.043446619064,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_02:right_post
2000061,2000173,2000174,2000193,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_03:bottom_beam:segment_01
2000062,2000174,2000175,2000194,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_03:bottom_beam:segment_02
2000063,2000175,2000176,2000195,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_03:bottom_beam:segment_03
2000064,2000176,2000177,2000196,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_03:bottom_beam:segment_04
2000065,2000177,2000178,2000197,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_03:bottom_beam:segment_05
2000066,2000178,2000179,2000198,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_03:bottom_beam:segment_06
2000067,2000179,2000180,2000199,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_03:bottom_beam:segment_07
2000068,2000180,2000181,2000200,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_03:bottom_beam:segment_08
2000069,2000181,2000182,2000201,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_03:bottom_beam:segment_09
2000070,2000182,2000183,2000202,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,1700.000000000000,4997.500000000000,8495750.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_03:bottom_beam:segment_10
2000071,2000183,2000184,2000203,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_03:bottom_beam:segment_11
2000072,2000184,2000185,2000204,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_03:bottom_beam:segment_12
2000073,2000185,2000186,2000205,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_03:bottom_beam:segment_13
2000074,2000186,2000187,2000206,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_03:bottom_beam:segment_14
2000075,2000187,2000188,2000207,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_03:bottom_beam:segment_15
2000076,2000188,2000189,2000208,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_03:bottom_beam:segment_16
2000077,2000189,2000190,2000209,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_03:bottom_beam:segment_17
2000078,2000190,2000191,2000210,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_03:bottom_beam:segment_18
2000079,2000191,2000192,2000211,gate,CW1_GATE_03,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_03:bottom_beam:segment_19
2000080,2000212,2000213,2000222,gate,CW1_GATE_03,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_03:top_beam:segment_01
2000081,2000213,2000214,2000223,gate,CW1_GATE_03,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_03:top_beam:segment_02
2000082,2000214,2000215,2000224,gate,CW1_GATE_03,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_03:top_beam:segment_03
2000083,2000215,2000216,2000225,gate,CW1_GATE_03,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_03:top_beam:segment_04
2000084,2000216,2000217,2000226,gate,CW1_GATE_03,top_beam,gate_top_post,62,62,3380.000000000000,2496.000000000000,8436480.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_03:top_beam:segment_05
2000085,2000217,2000218,2000227,gate,CW1_GATE_03,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_03:top_beam:segment_06
2000086,2000218,2000219,2000228,gate,CW1_GATE_03,top_beam,gate_top_post,62,62,260.000000000000,2496.000000000000,648960.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_03:top_beam:segment_07
2000087,2000219,2000220,2000229,gate,CW1_GATE_03,top_beam,gate_top_post,62,62,700.000000000000,2496.000000000000,1747200.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_03:top_beam:segment_08
2000088,2000220,2000221,2000230,gate,CW1_GATE_03,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_03:top_beam:segment_09
2000089,2000231,2000232,2000233,gate,CW1_GATE_03,left_post,gate_top_post,62,62,8940.497671379999,2496.000000000000,22315482.187764476985,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_03:left_post
2000090,2000234,2000235,2000236,gate,CW1_GATE_03,right_post,gate_top_post,62,62,8940.497671379999,2496.000000000000,22315482.187764476985,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_03:right_post
2000091,2000259,2000260,2000279,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_04:bottom_beam:segment_01
2000092,2000260,2000261,2000280,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_04:bottom_beam:segment_02
2000093,2000261,2000262,2000281,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_04:bottom_beam:segment_03
2000094,2000262,2000263,2000282,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_04:bottom_beam:segment_04
2000095,2000263,2000264,2000283,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_04:bottom_beam:segment_05
2000096,2000264,2000265,2000284,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_04:bottom_beam:segment_06
2000097,2000265,2000266,2000285,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_04:bottom_beam:segment_07
2000098,2000266,2000267,2000286,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_04:bottom_beam:segment_08
2000099,2000267,2000268,2000287,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_04:bottom_beam:segment_09
2000100,2000268,2000269,2000288,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,1700.000000000000,4997.500000000000,8495750.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_04:bottom_beam:segment_10
2000101,2000269,2000270,2000289,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_04:bottom_beam:segment_11
2000102,2000270,2000271,2000290,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_04:bottom_beam:segment_12
2000103,2000271,2000272,2000291,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_04:bottom_beam:segment_13
2000104,2000272,2000273,2000292,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_04:bottom_beam:segment_14
2000105,2000273,2000274,2000293,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_04:bottom_beam:segment_15
2000106,2000274,2000275,2000294,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_04:bottom_beam:segment_16
2000107,2000275,2000276,2000295,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,260.000000000000,4997.500000000000,1299350.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_04:bottom_beam:segment_17
2000108,2000276,2000277,2000296,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,240.000000000000,4997.500000000000,1199400.000000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_04:bottom_beam:segment_18
2000109,2000277,2000278,2000297,gate,CW1_GATE_04,bottom_beam,gate_bottom,61,61,165.000000000000,4997.500000000000,824587.500000000000,28164706.458333332092,9830899.739583333954,0.236384269613385,0.671295804316866,CW1_GATE_04:bottom_beam:segment_19
2000110,2000298,2000299,2000308,gate,CW1_GATE_04,top_beam,gate_top_post,62,62,780.000000000000,2496.000000000000,1946880.000000000000,10130432.000000000000,10130432.000000000000,0.426031367422794,0.426031367422794,CW1_GATE_04:top_beam:segment_01
