
 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:43  JUL 13, 2026 Elapsed Time=     94.316

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2005486   34498.     
 2005487   46693.     
 2005488   48158.     
 2005489   48582.     
 2005490   48838.     
 2005491   47590.     
 2005492   18483.     
 2005493   19397.     
 2005494   19415.     
 2005495   18455.     
 2005533  -255.20     
 2005534  -4431.9     
 2005535  -1699.9     
 2005536  -255.63     
 2005537  -5916.0     
 2005538  -396.48     
 2005598   1439.7     
 2005599   1838.7     
 2005600   2569.1     
 2005601   4662.6     
 2005602   4968.8     
 2005603   6872.3     
 2005604   2094.9     
 2005605   9946.5     
 2005606   37147.     
 2005607   49310.     
 2005608   50861.     
 2005609   51295.     
 2005610   51824.     
 2005611   51075.     
 2005612   17899.     
 2005613   18654.     
 2005614   19826.     
 2005615   20195.     
 2005675  -3001.3     
 2005676  -9275.0     
 2005677   1362.3     
 2005678   6176.8     
 2005679  -2468.6     
 2005680  -3519.3     
 2005681  -4235.8     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:43  JUL 13, 2026 Elapsed Time=     94.316

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2005682  -4150.8     
 2005683   744.67     
 2005684   1314.2     
 2005685   1869.7     
 2005686   1934.0     
 2005780  -2221.9     
 2005781  -4782.4     
 2005782  -595.64     
 2005783   238.16     
 2005784   33.687     
 2005785  -548.74     
 2005786  -1025.0     
 2005787  -947.22     
 2005788   415.58     
 2005789   367.55     
 2005790   360.18     
 2005791   429.24     
 2005882  -676.54     
 2005883   1363.6     
 2005884  -2281.0     
 2005885  -4811.1     
 2005886   510.88     
 2005887   554.26     
 2005888   648.44     
 2005889   732.39     
 2005890  -3863.8     
 2005891  -4724.6     
 2005892  -5283.5     
 2005893  -5152.9     
 2005972   1455.3     
 2005973   6323.6     
 2005974  -2664.5     
 2005975  -9608.7     
 2005976   320.87     
 2005977   1071.6     
 2005978   1834.9     
 2005979   2080.1     
 2005980  -1996.6     
 2005981  -3241.0     
 2005982  -4146.4     
 2005983  -4253.0     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:43  JUL 13, 2026 Elapsed Time=     94.316

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2006117   2304.3     
 2006118   1053.9     
 2006119   3132.9     
 2006120   3630.0     
 2006121   8058.4     
 2006122   3192.8     
 2006123   10083.     
 2006124   1974.6     
 2006125   37755.     
 2006126   51018.     
 2006127   53068.     
 2006128   53429.     
 2006129   53635.     
 2006130   52352.     
 2006131   20178.     
 2006132   21004.     
 2006133   20909.     
 2006134   19906.     
 2006172  -226.62     
 2006173  -4888.0     
 2006174  -1767.1     
 2006175  -224.24     
 2006176  -6389.4     
 2006177  -431.91     
 2006237   1871.9     
 2006238   1019.5     
 2006239   3325.4     
 2006240   3720.9     
 2006241   7484.5     
 2006242   4023.0     
 2006243   9279.3     
 2006244   3525.7     
 2006245   27295.     
 2006246   36960.     
 2006247   37950.     
 2006248   38445.     
 2006249   38870.     
 2006250   37900.     
 2006251   13959.     
 2006252   14846.     
 2006253   14986.     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:43  JUL 13, 2026 Elapsed Time=     94.316

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2006254   14077.     
 2006314  -8895.0     
 2006315  -4051.1     
 2006316   5773.3     
 2006317   2233.9     
 2006318  -10500.     
 2006319  -10938.     
 2006320  -10398.     
 2006321  -9068.8     
 2006322   6380.0     
 2006323   6636.1     
 2006324   6320.0     
 2006325   5591.1     
 2006419  -4735.2     
 2006420  -2741.2     
 2006421   204.80     
 2006422  -604.94     
 2006423  -3850.6     
 2006424  -4260.6     
 2006425  -4025.7     
 2006426  -3381.5     
 2006427   901.14     
 2006428   773.51     
 2006429   749.63     
 2006430   763.35     
 2006521   864.60     
 2006522  -155.08     
 2006523  -4736.4     
 2006524  -2836.7     
 2006525   1937.9     
 2006526   1875.5     
 2006527   1803.9     
 2006528   1694.7     
 2006529  -1062.8     
 2006530  -1403.8     
 2006531  -1191.5     
 2006532  -694.21     
 2006611   5949.3     
 2006612   2270.2     
 2006613  -8669.2     
 2006614  -4287.9     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:43  JUL 13, 2026 Elapsed Time=     94.316

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2006615   6197.8     
 2006616   6593.1     
 2006617   6463.3     
 2006618   5934.0     
 2006619  -10435.     
 2006620  -10995.     
 2006621  -10583.     
 2006622  -9416.6     
 2006756   1298.3     
 2006757   1532.6     
 2006758   2946.6     
 2006759   4433.7     
 2006760   5297.6     
 2006761   6669.9     
 2006762   3612.8     
 2006763   9189.5     
 2006764   26844.     
 2006765   35576.     
 2006766   36139.     
 2006767   36670.     
 2006768   37349.     
 2006769   36773.     
 2006770   12124.     
 2006771   13090.     
 2006772   14334.     
 2006773   14638.     
 2006811  -68.868     
 2006812  -4752.5     
 2006813  -158.78     
 2006814  -67.162     
 2006815  -3329.0     
 2006816  -1338.3     
 2006876   1637.3     
 2006877   947.12     
 2006878   3255.3     
 2006879   3457.7     
 2006880   7562.6     
 2006881   4490.3     
 2006882   8851.5     
 2006883   3991.7     
 2006884   23165.     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:43  JUL 13, 2026 Elapsed Time=     94.317

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2006885   31477.     
 2006886   31940.     
 2006887   32496.     
 2006888   32978.     
 2006889   32075.     
 2006890   12071.     
 2006891   13049.     
 2006892   13315.     
 2006893   12464.     
 2006953  -8506.1     
 2006954  -4622.9     
 2006955   5570.2     
 2006956   2552.6     
 2006957  -9680.6     
 2006958  -10242.     
 2006959  -9779.0     
 2006960  -8482.5     
 2006961   6098.9     
 2006962   6380.1     
 2006963   6118.7     
 2006964   5424.3     
 2007058  -4569.0     
 2007059  -3032.8     
 2007060   182.46     
 2007061  -596.13     
 2007062  -3593.3     
 2007063  -4045.3     
 2007064  -3862.5     
 2007065  -3241.6     
 2007066   924.75     
 2007067   786.43     
 2007068   757.75     
 2007069   773.03     
 2007160   820.37     
 2007161  -113.55     
 2007162  -4600.3     
 2007163  -3104.1     
 2007164   1885.7     
 2007165   1821.2     
 2007166   1758.9     
 2007167   1660.8     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:43  JUL 13, 2026 Elapsed Time=     94.317

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2007168  -1275.8     
 2007169  -1679.5     
 2007170  -1529.8     
 2007171  -1053.2     
 2007250   5776.7     
 2007251   2568.3     
 2007252  -8314.8     
 2007253  -4818.1     
 2007254   5858.8     
 2007255   6293.8     
 2007256   6235.1     
 2007257   5753.4     
 2007258  -9589.3     
 2007259  -10253.     
 2007260  -9891.8     
 2007261  -8737.8     
 2007395   1180.8     
 2007396   1337.7     
 2007397   2736.3     
 2007398   4133.0     
 2007399   5497.7     
 2007400   6828.4     
 2007401   4061.7     
 2007402   8773.2     
 2007403   22632.     
 2007404   30078.     
 2007405   30088.     
 2007406   30658.     
 2007407   31447.     
 2007408   31031.     
 2007409   10460.     
 2007410   11478.     
 2007411   12735.     
 2007412   12977.     
 2007450  -119.58     
 2007451  -4135.1     
 2007452  -147.25     
 2007453  -115.21     
 2007454  -2796.1     
 2007455  -1244.9     
 2007515   1435.2     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:43  JUL 13, 2026 Elapsed Time=     94.317

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2007516   898.32     
 2007517   3266.7     
 2007518   3389.1     
 2007519   7342.6     
 2007520   4819.1     
 2007521   8417.0     
 2007522   4516.9     
 2007523   18657.     
 2007524   25426.     
 2007525   25507.     
 2007526   26105.     
 2007527   26668.     
 2007528   25917.     
 2007529   9950.7     
 2007530   10969.     
 2007531   11361.     
 2007532   10598.     
 2007592  -8139.8     
 2007593  -5120.6     
 2007594   5315.1     
 2007595   2902.3     
 2007596  -8779.6     
 2007597  -9441.8     
 2007598  -9082.6     
 2007599  -7848.7     
 2007600   5754.7     
 2007601   6068.2     
 2007602   5870.0     
 2007603   5220.4     
 2007697  -4433.7     
 2007698  -3265.1     
 2007699   121.17     
 2007700  -543.67     
 2007701  -3324.4     
 2007702  -3807.9     
 2007703  -3679.2     
 2007704  -3087.8     
 2007705   921.42     
 2007706   781.92     
 2007707   752.00     
 2007708   770.85     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:43  JUL 13, 2026 Elapsed Time=     94.317

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2007799   727.47     
 2007800  -18.468     
 2007801  -4490.2     
 2007802  -3314.0     
 2007803   1810.5     
 2007804   1750.8     
 2007805   1700.5     
 2007806   1615.5     
 2007807  -1487.9     
 2007808  -1949.1     
 2007809  -1862.2     
 2007810  -1404.2     
 2007889   5540.1     
 2007890   2906.5     
 2007891  -7981.9     
 2007892  -5280.8     
 2007893   5469.9     
 2007894   5948.7     
 2007895   5965.4     
 2007896   5537.3     
 2007897  -8678.4     
 2007898  -9421.9     
 2007899  -9137.7     
 2007900  -8020.5     
 2008034   1088.4     
 2008035   1183.8     
 2008036   2783.7     
 2008037   3948.7     
 2008038   5599.7     
 2008039   6742.6     
 2008040   4578.9     
 2008041   8347.5     
 2008042   18120.     
 2008043   24111.     
 2008044   23786.     
 2008045   24384.     
 2008046   25225.     
 2008047   24906.     
 2008048   8612.3     
 2008049   9682.1     
 2008050   10913.     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:43  JUL 13, 2026 Elapsed Time=     94.317

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2008051   11074.     
 2008089  -88.856     
 2008090  -3390.7     
 2008091  -88.849     
 2008092  -82.905     
 2008093  -2197.9     
 2008094  -1057.1     
 2008154   1226.8     
 2008155   840.94     
 2008156   3274.6     
 2008157   3358.0     
 2008158   7003.0     
 2008159   5122.0     
 2008160   7950.4     
 2008161   5054.2     
 2008162   13666.     
 2008163   18711.     
 2008164   18466.     
 2008165   19100.     
 2008166   19757.     
 2008167   19204.     
 2008168   7614.0     
 2008169   8653.9     
 2008170   9179.2     
 2008171   8521.3     
 2008231  -7768.9     
 2008232  -5579.1     
 2008233   5027.0     
 2008234   3260.5     
 2008235  -7807.0     
 2008236  -8562.3     
 2008237  -8322.9     
 2008238  -7167.0     
 2008239   5376.2     
 2008240   5724.5     
 2008241   5594.6     
 2008242   4996.8     
 2008336  -4305.9     
 2008337  -3466.4     
 2008338   40.403     
 2008339  -470.55     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:43  JUL 13, 2026 Elapsed Time=     94.317

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2008340  -3046.9     
 2008341  -3556.1     
 2008342  -3483.8     
 2008343  -2926.6     
 2008344   905.07     
 2008345   769.10     
 2008346   739.44     
 2008347   762.66     
 2008438   611.37     
 2008439   98.837     
 2008440  -4387.3     
 2008441  -3491.8     
 2008442   1721.7     
 2008443   1670.1     
 2008444   1633.0     
 2008445   1562.6     
 2008446  -1697.6     
 2008447  -2214.1     
 2008448  -2191.8     
 2008449  -1753.8     
 2008528   5266.9     
 2008529   3255.3     
 2008530  -7646.9     
 2008531  -5704.0     
 2008532   5051.5     
 2008533   5575.2     
 2008534   5670.6     
 2008535   5301.0     
 2008536  -7712.0     
 2008537  -8526.2     
 2008538  -8331.4     
 2008539  -7261.5     
 2008673   984.91     
 2008674   1031.2     
 2008675   2908.7     
 2008676   3769.2     
 2008677   5679.8     
 2008678   6570.6     
 2008679   5110.7     
 2008680   7889.7     
 2008681   13168.     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:43  JUL 13, 2026 Elapsed Time=     94.317

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2008682   17544.     
 2008683   16975.     
 2008684   17601.     
 2008685   18471.     
 2008686   18233.     
 2008687   6570.7     
 2008688   7690.4     
 2008689   8877.0     
 2008690   8944.5     
 2008728  -34.991     
 2008729  -2541.5     
 2008730  -21.481     
 2008731  -28.125     
 2008732  -1543.8     
 2008733  -821.84     
 2008793   1068.5     
 2008794   801.06     
 2008795   3254.9     
 2008796   3345.8     
 2008797   6685.6     
 2008798   5361.4     
 2008799   7531.9     
 2008800   5511.0     
 2008801   9945.7     
 2008802   13698.     
 2008803   13222.     
 2008804   13878.     
 2008805   14616.     
 2008806   14233.     
 2008807   5863.0     
 2008808   6909.5     
 2008809   7546.9     
 2008810   6986.7     
 2008870  -7446.6     
 2008871  -5949.3     
 2008872   4761.9     
 2008873   3565.5     
 2008874  -6995.6     
 2008875  -7823.9     
 2008876  -7693.0     
 2008877  -6612.5     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:43  JUL 13, 2026 Elapsed Time=     94.317

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2008878   5033.6     
 2008879   5412.1     
 2008880   5343.6     
 2008881   4794.3     
 2008975  -4195.3     
 2008976  -3621.9     
 2008977  -36.130     
 2008978  -400.16     
 2008979  -2805.3     
 2008980  -3333.1     
 2008981  -3310.5     
 2008982  -2786.0     
 2008983   883.91     
 2008984   753.19     
 2008985   724.35     
 2008986   751.53     
 2009077   501.22     
 2009078   208.29     
 2009079  -4296.3     
 2009080  -3628.3     
 2009081   1637.0     
 2009082   1593.8     
 2009083   1568.8     
 2009084   1511.6     
 2009085  -1877.3     
 2009086  -2439.9     
 2009087  -2474.4     
 2009088  -2055.1     
 2009167   5011.3     
 2009168   3554.8     
 2009169  -7351.1     
 2009170  -6049.6     
 2009171   4677.0     
 2009172   5238.7     
 2009173   5403.1     
 2009174   5086.5     
 2009175  -6902.0     
 2009176  -7773.2     
 2009177  -7664.2     
 2009178  -6645.6     
 2009312   912.08     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:43  JUL 13, 2026 Elapsed Time=     94.317

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2009313   915.27     
 2009314   3020.0     
 2009315   3617.0     
 2009316   5758.3     
 2009317   6381.7     
 2009318   5564.9     
 2009319   7478.3     
 2009320   9489.9     
 2009321   12673.     
 2009322   11969.     
 2009323   12612.     
 2009324   13491.     
 2009325   13292.     
 2009326   5089.4     
 2009327   6248.3     
 2009328   7382.1     
 2009329   7362.6     
 2009367   6.4959     
 2009368  -1876.4     
 2009369   12.375     
 2009370   13.410     
 2009371  -1084.8     
 2009372  -625.88     
 2009432   829.59     
 2009433   710.44     
 2009434   3268.1     
 2009435   3300.1     
 2009436   6212.4     
 2009437   5655.4     
 2009438   6992.4     
 2009439   6054.2     
 2009440   3778.2     
 2009441   5357.9     
 2009442   4594.9     
 2009443   5276.2     
 2009444   6109.1     
 2009445   5948.6     
 2009446   3024.7     
 2009447   4095.9     
 2009448   4876.1     
 2009449   4441.3     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:43  JUL 13, 2026 Elapsed Time=     94.317

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2009509  -7035.2     
 2009510  -6371.8     
 2009511   4432.8     
 2009512   3914.1     
 2009513  -5886.8     
 2009514  -6799.9     
 2009515  -6800.9     
 2009516  -5816.4     
 2009517   4618.6     
 2009518   5029.8     
 2009519   5033.4     
 2009520   4544.5     
 2009614  -4056.1     
 2009615  -3794.4     
 2009616  -134.11     
 2009617  -311.27     
 2009618  -2521.7     
 2009619  -3067.1     
 2009620  -3102.9     
 2009621  -2620.1     
 2009622   853.22     
 2009623   729.92     
 2009624   702.26     
 2009625   733.97     
 2009716   372.06     
 2009717   331.72     
 2009718  -4188.2     
 2009719  -3769.5     
 2009720   1528.6     
 2009721   1495.6     
 2009722   1484.8     
 2009723   1443.4     
 2009724  -2084.2     
 2009725  -2697.2     
 2009726  -2798.0     
 2009727  -2403.7     
 2009806   4700.7     
 2009807   3888.4     
 2009808  -6986.7     
 2009809  -6424.9     
 2009810   4225.8     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:43  JUL 13, 2026 Elapsed Time=     94.317

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2009811   4828.0     
 2009812   5071.7     
 2009813   4819.1     
 2009814  -5854.0     
 2009815  -6781.5     
 2009816  -6766.6     
 2009817  -5804.4     
 2009951   766.22     
 2009952   748.47     
 2009953   3180.0     
 2009954   3413.7     
 2009955   5789.4     
 2009956   6121.9     
 2009957   6096.5     
 2009958   6952.8     
 2009959   3458.9     
 2009960   4691.5     
 2009961   3802.7     
 2009962   4472.4     
 2009963   5373.7     
 2009964   5292.9     
 2009965   2562.6     
 2009966   3735.6     
 2009967   4797.8     
 2009968   4676.1     
 2010006   86.081     
 2010007  -778.49     
 2010008   66.395     
 2010009   91.616     
 2010010  -323.81     
 2010011  -287.51     
 2010071   685.96     
 2010072   647.21     
 2010073   3285.6     
 2010074   3276.8     
 2010075   5847.8     
 2010076   5914.3     
 2010077   6522.3     
 2010078   6505.6     
 2010079  -51.451     
 2010080   86.425     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:43  JUL 13, 2026 Elapsed Time=     94.317

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2010081  -829.56     
 2010082  -142.98     
 2010083   736.64     
 2010084   668.55     
 2010085   1306.1     
 2010086   2433.8     
 2010087   3328.7     
 2010088   2993.5     
 2010148  -6704.9     
 2010149  -6690.3     
 2010150   4175.1     
 2010151   4171.8     
 2010152  -5075.7     
 2010153  -6042.4     
 2010154  -6137.0     
 2010155  -5225.0     
 2010156   4299.4     
 2010157   4733.8     
 2010158   4791.9     
 2010159   4350.2     
 2010253  -3947.7     
 2010254  -3910.4     
 2010255  -210.35     
 2010256  -239.25     
 2010257  -2306.8     
 2010258  -2862.9     
 2010259  -2942.5     
 2010260  -2492.6     
 2010261   826.54     
 2010262   709.72     
 2010263   683.20     
 2010264   718.50     
 2010355   270.63     
 2010356   429.48     
